Energy,Value,Error,Offset
5.0,1.9843242071477214,0.0018,on-axis
6.0,222.71200791625967,0.0021,on-axis
7.0,230.65937847205396,0.0022,on-axis
8.0,239.6664886884641,0.0024,on-axis
9.0,258.3351654203262,0.0024,on-axis
10.0,286.6937373209053,0.0025,on-axis
11.0,326.1529887344668,0.0025,on-axis
12.0,358.3313019367112,0.0025,on-axis
13.0,404.40910784808614,0.0025,on-axis
14.0,465.2792270240025,0.0024,on-axis
15.0,527.0979336883794,0.0024,on-axis
16.0,574.4352263816872,0.0024,on-axis
17.0,618.9745828620947,0.0024,on-axis
18.0,675.994965643972,0.0024,on-axis
19.0,713.1696265145108,0.0024,on-axis
20.0,753.1276838669204,0.0024,on-axis
21.0,815.4266475070795,0.0024,on-axis
22.0,860.2060737482838,0.0024,on-axis
23.0,898.2793412605736,0.0024,on-axis
24.0,924.1296129466376,0.0025,on-axis
25.0,941.563499082056,0.0025,on-axis
26.0,947.8843450578531,0.0025,on-axis
27.0,948.2164547235692,0.0026,on-axis
28.0,925.8697055490372,0.0027,on-axis
29.0,921.045437271346,0.0027,on-axis
30.0,900.3747171223387,0.0028,on-axis
31.0,837.3817738578258,0.003,on-axis
32.0,753.7348386031417,0.0032,on-axis
33.0,696.2510611476326,0.0033,on-axis
34.0,665.5754706953514,0.0034,on-axis
35.0,664.52696840809,0.0035,on-axis
36.0,667.7463403868638,0.0035,on-axis
37.0,618.7348432684778,0.0037,on-axis
38.0,786.6771271229641,0.0033,on-axis
39.0,3337.5351919922923,0.0017,on-axis
40.0,9318.776734004776,0.001,on-axis
41.0,12393.463789219757,0.0009,on-axis
42.0,7461.629427789776,0.0012,on-axis
43.0,1728.7564852911692,0.0025,on-axis
44.0,90.85053369044083,0.0113,on-axis
