Energy,Value,Error,Offset
6.0,0.009804328301009682,0.0018,on-axis
7.0,1.155343591086176,0.0019,on-axis
8.0,1.0430506060222253,0.002,on-axis
9.0,0.9684162015722182,0.0022,on-axis
10.0,0.937115762802987,0.0023,on-axis
11.0,0.9537480695831726,0.0024,on-axis
12.0,0.9485817011014214,0.0025,on-axis
13.0,0.974832089866915,0.0026,on-axis
14.0,1.0251393715431005,0.0026,on-axis
15.0,1.0858165254676835,0.0026,on-axis
16.0,1.1308966910540332,0.0027,on-axis
17.0,1.19248249034688,0.0028,on-axis
18.0,1.2581087397099933,0.0029,on-axis
19.0,1.3333864457286961,0.0029,on-axis
20.0,1.4027603580374375,0.0031,on-axis
21.0,1.4906139636555071,0.0032,on-axis
22.0,1.5675661111623327,0.0033,on-axis
23.0,1.6409068118225534,0.0033,on-axis
24.0,1.7266251352020359,0.0033,on-axis
25.0,1.802699766751621,0.0034,on-axis
26.0,1.874088819158825,0.0033,on-axis
27.0,1.955449354694045,0.0034,on-axis
28.0,2.0459065110295884,0.0034,on-axis
29.0,2.1386599422201527,0.0034,on-axis
30.0,2.2142172346006994,0.0034,on-axis
31.0,2.2920648399265886,0.0035,on-axis
32.0,2.3772754162125342,0.0035,on-axis
33.0,2.489287328627482,0.0035,on-axis
34.0,2.5787624368813216,0.0036,on-axis
35.0,2.68405695662237,0.0036,on-axis
36.0,2.776044213762062,0.0037,on-axis
37.0,2.8467452636907633,0.0037,on-axis
38.0,2.9188795109097776,0.0037,on-axis
39.0,3.01294069281319,0.0038,on-axis
40.0,3.0911404355607117,0.0039,on-axis
41.0,3.1883098522632194,0.0039,on-axis
42.0,3.2621446930860647,0.0039,on-axis
43.0,3.3560191535002835,0.004,on-axis
44.0,3.5046580451363796,0.0041,on-axis
46.0,3.6812263572056287,0.0032,on-axis
48.0,3.9307921907797456,0.0034,on-axis
50.0,4.179389126010138,0.0036,on-axis
52.0,4.375723596082592,0.0037,on-axis
54.0,4.418006120025813,0.0041,on-axis
56.0,4.359946969756825,0.0044,on-axis
58.0,4.168381263135664,0.0046,on-axis
60.0,4.920718720956508,0.0041,on-axis
62.0,5.87853130651401,0.0038,on-axis
64.0,28.538870823056563,0.0028,on-axis
66.0,68.21276755769499,0.0021,on-axis
68.0,17.091837665885105,0.0043,on-axis
70.0,0.4763253966824847,0.0262,on-axis
