Energy,Value,Error,Offset
5 - 10,331.6340352535886,0.0019015533707964106,on-axis
10 - 20,1013.1114143603444,0.001746536257934695,on-axis
20 - 30,1678.647951775339,0.001858592401062234,on-axis
30 - 40,2947.4655560943793,0.0017645040056178942,on-axis
40 - 50,7114.880961506172,0.0012594018450868218,on-axis
5 - 10,107.99737550936266,0.0031884988469208474,20 cm
10 - 20,255.78760469302313,0.0032934176567848816,20 cm
20 - 30,375.6368755485492,0.0037781743774663724,20 cm
30 - 40,732.3142648225698,0.0035027096444709936,20 cm
40 - 50,825.2638467135076,0.0036148493821710655,20 cm
5 - 10,26.06387740982888,0.006265892714642127,40 cm
10 - 20,56.38440597947942,0.006823507918238452,40 cm
20 - 30,75.91443048696354,0.008150611329116184,40 cm
30 - 40,144.91244625229632,0.0077349962536303095,40 cm
40 - 50,75.22520627695447,0.011462766648446726,40 cm
