Energy,Value,Error,Offset
6.0,0.9162727448071257,0.0036,on-axis
7.0,131.03218242459076,0.0039,on-axis
8.0,125.19827488813156,0.0043,on-axis
9.0,129.20026993017356,0.0045,on-axis
10.0,135.20814615471951,0.0047,on-axis
11.0,143.81989445557616,0.0049,on-axis
12.0,136.04083063081262,0.0052,on-axis
13.0,147.51999705157297,0.0053,on-axis
14.0,155.38949002832302,0.0054,on-axis
15.0,161.94136813269333,0.0055,on-axis
16.0,174.44155523802402,0.0055,on-axis
17.0,187.42055058757947,0.0056,on-axis
18.0,199.00307296578796,0.0056,on-axis
19.0,208.83817837717413,0.0056,on-axis
20.0,218.39501895434722,0.0057,on-axis
21.0,228.45383264734673,0.0058,on-axis
22.0,245.4190920657519,0.0057,on-axis
23.0,252.8156219248249,0.0058,on-axis
24.0,263.66310299663365,0.0058,on-axis
25.0,280.1063528222853,0.0058,on-axis
26.0,300.4024927836959,0.0057,on-axis
27.0,320.7099844363065,0.0057,on-axis
28.0,342.87621000170094,0.0056,on-axis
29.0,369.0086343187697,0.0056,on-axis
30.0,386.32449999021327,0.0056,on-axis
31.0,399.79477994642684,0.0056,on-axis
32.0,424.9875023633195,0.0056,on-axis
33.0,442.0626183110809,0.0056,on-axis
34.0,460.0414347862381,0.0056,on-axis
35.0,478.3780029546272,0.0055,on-axis
36.0,501.45403768226004,0.0055,on-axis
37.0,518.6873020291737,0.0055,on-axis
38.0,537.6168878227621,0.0055,on-axis
39.0,558.6805873316887,0.0055,on-axis
40.0,571.4831240120836,0.0055,on-axis
41.0,589.7715337614242,0.0055,on-axis
42.0,615.4608675218036,0.0054,on-axis
43.0,625.9068706987674,0.0055,on-axis
44.0,653.3412250398213,0.0054,on-axis
46.0,699.1421307642663,0.0038,on-axis
48.0,748.8437203962263,0.0038,on-axis
50.0,787.5313388729303,0.0038,on-axis
52.0,814.4803455040548,0.0038,on-axis
54.0,818.2175844903837,0.0039,on-axis
56.0,805.5649648998229,0.004,on-axis
58.0,786.1545290507963,0.0041,on-axis
60.0,703.1625050100558,0.0044,on-axis
62.0,684.2824409611534,0.0045,on-axis
64.0,4449.347768539137,0.0019,on-axis
66.0,12375.478492208775,0.0011,on-axis
68.0,3798.5843961761384,0.0021,on-axis
70.0,100.51285187630063,0.0132,on-axis
6.0,0.3083419344940794,0.0062,20 cm
7.0,41.995792735098036,0.0068,20 cm
