Energy,Value,Error,Offset
5 - 10,2719.9444915642675,0.0006953828533386983,on-axis
10 - 20,10079.675250340308,0.0005796151564124387,on-axis
20 - 30,16584.445777520712,0.0006117123448585142,on-axis
30 - 40,22223.65826168829,0.0006589452910774853,on-axis
40 - 50,64700.89263069609,0.0004257451675149736,on-axis
5 - 10,353.50333630566286,0.0017989181590943577,20 cm
10 - 20,797.674520236879,0.0018826646230990802,20 cm
20 - 30,995.8952337401759,0.002307642214101829,20 cm
30 - 40,1458.9254130098464,0.0024409711207377806,20 cm
40 - 50,1309.4915755084628,0.0027533651071177828,20 cm
5 - 10,52.5822361830229,0.004501571117665895,40 cm
10 - 20,105.4804762320144,0.005018320364043128,40 cm
20 - 30,113.19510279211796,0.00672395178776089,40 cm
30 - 40,163.31345708683415,0.007211513113089028,40 cm
40 - 50,49.79140368858299,0.013745248456411051,40 cm
