Energy,Value,Error,Offset
5 - 10,24.723497814048272,0.0008075503991879028,on-axis
10 - 20,87.45046948852179,0.0005136286253058334,on-axis
20 - 30,138.54557186211142,0.0006471019412291131,on-axis
30 - 40,206.24811500666132,0.0008720231215413887,on-axis
40 - 50,179.91566379435298,0.0012949954473595933,on-axis
50 - 60,135.72936430474118,0.0018394602943107071,on-axis
60 - 70,543.3478829837308,0.0015480234838905888,on-axis
5 - 10,3.4090225997738175,0.0009974795267319518,20 cm
10 - 20,12.838258047561347,0.0006202656851665798,20 cm
20 - 30,19.57169715764529,0.0007372699975083295,20 cm
30 - 40,26.34501711679047,0.0008756997512773942,20 cm
40 - 50,20.637153751306208,0.0011892188542468461,20 cm
50 - 60,13.306620254135535,0.001581859722233174,20 cm
60 - 70,34.65769968966067,0.001465023713428526,20 cm
