Cells,Energy,Value,Error
291.97,1.00001e-07,27568.7,0.0147
291.97,4.13994e-07,75395.1,0.0123
291.97,5.31579e-07,21089.9,0.0149
291.97,6.8256e-07,23653.9,0.0144
291.97,8.76425e-07,26163.6,0.014
291.97,1.12535e-06,28416.0,0.0138
291.97,1.44498e-06,30056.5,0.0134
291.97,1.85539e-06,32728.1,0.0134
291.97,2.38237e-06,34792.9,0.0131
291.97,3.05902e-06,36008.6,0.0129
291.97,3.92786e-06,37743.8,0.0129
291.97,5.04348e-06,38873.5,0.0128
291.97,6.47595e-06,40761.5,0.0126
291.97,8.31529e-06,41508.8,0.0126
291.97,1.0677e-05,42318.4,0.0128
291.97,1.37096e-05,42707.8,0.0126
291.97,1.76035e-05,43254.2,0.0127
291.97,2.26033e-05,43037.4,0.0128
291.97,2.90232e-05,43102.2,0.0129
291.97,3.72665e-05,41375.3,0.013
291.97,4.78512e-05,39952.8,0.0129
291.97,6.14421e-05,46777.7,0.0128
291.97,7.88932e-05,46018.8,0.0128
291.97,0.000101301,44402.9,0.013
291.97,0.000130073,44337.8,0.013
291.97,0.000167017,44138.4,0.013
291.97,0.000214454,45847.6,0.013
291.97,0.000275364,49906.8,0.0127
291.97,0.000353575,34601.8,0.013
291.97,0.000453999,37751.1,0.0133
291.97,0.000582947,43647.4,0.0133
291.97,0.000748518,50271.0,0.013
291.97,0.000961117,51921.4,0.013
291.97,0.0012341,48065.9,0.0131
291.97,0.00158461,57780.1,0.0129
291.97,0.00203468,61990.7,0.0129
291.97,0.00224867,12790.8,0.0146
291.97,0.00248517,15069.3,0.0143
291.97,0.00261259,5711.87,0.0166
291.97,0.00274654,7607.69,0.0165
291.97,0.00303539,20923.0,0.0144
291.97,0.00335463,22745.7,0.0144
291.97,0.00370744,22933.0,0.0144
291.97,0.00430742,28033.6,0.0137
291.97,0.00553084,47000.8,0.0132
291.97,0.00710174,47541.9,0.0131
291.97,0.00911882,35632.3,0.0135
291.97,0.0105946,29344.7,0.0141
291.97,0.0117088,21675.2,0.0148
291.97,0.0150344,51533.1,0.0135
291.97,0.0193045,44566.9,0.0139
291.97,0.0218749,29891.8,0.0148
291.97,0.0235786,23401.9,0.0156
291.97,0.0241755,8872.31,0.0198
291.97,0.0247875,11378.6,0.0186
291.97,0.0260584,14939.8,0.0164
291.97,0.0270001,8490.17,0.0178
291.97,0.0285011,3600.94,0.0171
291.97,0.0318278,13129.3,0.0158
291.97,0.0343067,13045.8,0.0166
291.97,0.0408677,35788.4,0.0148
291.97,0.0463092,31247.8,0.0151
291.97,0.0524752,31066.7,0.0153
291.97,0.0565622,15224.9,0.017
291.97,0.0673795,44514.1,0.0148
291.97,0.0720245,21480.5,0.0165
291.97,0.0794987,23543.8,0.0162
291.97,0.0825034,13211.5,0.0184
291.97,0.086517,7203.06,0.0195
291.97,0.0980365,28804.6,0.0158
291.97,0.11109,29386.0,0.0161
291.97,0.116786,15639.7,0.0182
291.97,0.122773,16403.3,0.0186
291.97,0.129068,16938.9,0.0184
291.97,0.135686,19194.3,0.0182
291.97,0.142642,10561.7,0.0195
291.97,0.149956,8704.28,0.02
291.97,0.157644,12557.6,0.0192
291.97,0.165727,13343.2,0.0192
291.97,0.174224,11999.7,0.02
291.97,0.183156,15044.2,0.0191
291.97,0.192547,10380.5,0.0204
291.97,0.202419,9845.1,0.0206
291.97,0.212797,11530.8,0.0203
291.97,0.223708,12585.8,0.0204
291.97,0.235177,12675.5,0.0204
291.97,0.247235,12513.8,0.0207
291.97,0.273237,28211.2,0.0186
291.97,0.287246,10610.2,0.0216
291.97,0.294518,5849.19,0.0264
291.97,0.297211,2440.74,0.0378
291.97,0.298491,1194.83,0.0504
291.97,0.301974,3523.08,0.0331
291.97,0.333733,22453.0,0.0195
291.97,0.368832,21141.3,0.0204
291.97,0.387742,9214.98,0.0243
291.97,0.407622,6677.06,0.0259
291.97,0.450492,13405.7,0.0227
291.97,0.497871,15777.1,0.0227
291.97,0.523397,8124.63,0.0263
291.97,0.550232,7806.17,0.0268
291.97,0.578443,7743.29,0.0278
291.97,0.608101,8175.49,0.0284
291.97,0.639279,6363.47,0.0315
291.97,0.672055,5692.78,0.0329
291.97,0.706512,4753.58,0.0346
291.97,0.742736,3748.72,0.0367
291.97,0.780817,3018.27,0.0402
291.97,0.82085,2950.62,0.0423
291.97,0.862936,2829.92,0.0456
291.97,0.90718,2039.3,0.0478
291.97,0.961672,2446.9,0.0452
291.97,1.00259,1324.82,0.0561
291.97,1.10803,3370.85,0.0418
291.97,1.16484,1802.02,0.0518
291.97,1.22456,1557.81,0.0556
291.97,1.28735,1244.44,0.058
291.97,1.35335,1128.96,0.0582
291.97,1.42274,1104.2,0.0636
291.97,1.49569,1075.13,0.064
291.97,1.57237,864.89,0.0718
291.97,1.65299,902.716,0.0703
291.97,1.73774,955.551,0.0743
291.97,1.82684,815.601,0.0707
291.97,1.9205,664.292,0.081
291.97,2.01897,666.386,0.0778
291.97,2.12248,547.156,0.0849
291.97,2.2313,597.597,0.0837
291.97,2.30693,378.576,0.107
291.97,2.3457,212.697,0.1429
291.97,2.36533,126.812,0.1821
291.97,2.38513,76.6155,0.2003
291.97,2.46597,306.893,0.1077
291.97,2.5924,380.67,0.102
291.97,2.72532,464.566,0.0985
291.97,2.86505,443.518,0.0994
291.97,3.01194,341.299,0.1064
291.97,3.16637,288.633,0.1293
291.97,3.32871,226.242,0.1174
291.97,3.67879,549.617,0.0938
291.97,4.0657,536.509,0.1027
291.97,4.49329,401.227,0.1021
291.97,4.72367,168.297,0.139
291.97,4.96585,186.589,0.1447
291.97,5.22046,209.323,0.1488
291.97,5.48812,133.073,0.1558
291.97,5.7695,174.875,0.1541
291.97,6.06531,157.066,0.1737
291.97,6.37628,210.385,0.1567
291.97,6.59241,97.4593,0.1759
291.97,6.7032,28.3776,0.3012
291.97,7.04688,182.691,0.1619
291.97,7.40818,295.808,0.1419
291.97,7.78801,233.131,0.1428
291.97,8.18731,175.491,0.1713
291.97,8.60708,150.331,0.1874
291.97,9.04837,187.688,0.1642
291.97,9.51229,220.801,0.1522
291.97,10.0,212.389,0.1837
291.97,10.5127,245.961,0.1437
291.97,11.0517,366.089,0.1281
291.97,11.6183,317.519,0.1251
291.97,12.214,471.647,0.1102
291.97,12.5232,280.246,0.1422
291.97,12.8403,355.342,0.1191
291.97,13.4986,1263.15,0.0768
291.97,13.8403,828.306,0.094
291.97,14.1907,469.371,0.1347
291.97,14.5499,99.9721,0.3145
291.97,14.9182,9.57437,0.87
291.97,15.6831,0.0,0.0
291.97,16.4872,0.0,0.0
291.97,16.9046,0.0,0.0
291.97,17.3325,0.0,0.0
291.97,19.6403,0.0,0.0
296.44,1.00001e-07,34007.6,0.0138
296.44,4.13994e-07,94749.5,0.0116
296.44,5.31579e-07,25661.2,0.0137
296.44,6.8256e-07,29134.0,0.0135
296.44,8.76425e-07,31890.0,0.013
296.44,1.12535e-06,34869.2,0.0128
296.44,1.44498e-06,37606.5,0.0127
296.44,1.85539e-06,40192.7,0.0126
296.44,2.38237e-06,43020.8,0.0124
296.44,3.05902e-06,45441.5,0.0123
296.44,3.92786e-06,47451.7,0.0121
296.44,5.04348e-06,48866.9,0.0121
296.44,6.47595e-06,50806.8,0.012
296.44,8.31529e-06,51276.3,0.0121
296.44,1.0677e-05,52269.5,0.012
296.44,1.37096e-05,52669.9,0.012
296.44,1.76035e-05,52980.6,0.0121
296.44,2.26033e-05,53843.1,0.0121
296.44,2.90232e-05,53945.8,0.0121
296.44,3.72665e-05,52217.8,0.0122
296.44,4.78512e-05,49986.0,0.0122
296.44,6.14421e-05,57187.9,0.0121
296.44,7.88932e-05,56873.5,0.0121
296.44,0.000101301,56343.6,0.0121
296.44,0.000130073,55415.8,0.0122
296.44,0.000167017,55278.4,0.0123
296.44,0.000214454,57530.7,0.0122
296.44,0.000275364,62108.9,0.012
296.44,0.000353575,43134.6,0.0124
296.44,0.000453999,47797.8,0.0126
296.44,0.000582947,54651.8,0.0125
296.44,0.000748518,61282.6,0.0123
296.44,0.000961117,64414.5,0.0122
296.44,0.0012341,60157.9,0.0123
296.44,0.00158461,70884.0,0.0121
296.44,0.00203468,76102.1,0.0121
296.44,0.00224867,15633.6,0.0137
296.44,0.00248517,18564.4,0.0137
296.44,0.00261259,7131.43,0.0156
296.44,0.00274654,9526.77,0.0153
296.44,0.00303539,26010.6,0.0136
296.44,0.00335463,28009.7,0.0136
296.44,0.00370744,28489.1,0.0135
296.44,0.00430742,35194.7,0.0131
296.44,0.00553084,58494.7,0.0125
296.44,0.00710174,59628.6,0.0126
296.44,0.00911882,44656.4,0.0129
296.44,0.0105946,37114.8,0.0134
296.44,0.0117088,27145.3,0.0138
296.44,0.0150344,64223.6,0.0127
296.44,0.0193045,56532.2,0.0132
296.44,0.0218749,37226.8,0.0139
296.44,0.0235786,28816.7,0.0144
296.44,0.0241755,11258.5,0.0175
296.44,0.0247875,14362.9,0.0168
296.44,0.0260584,19076.4,0.015
296.44,0.0270001,10807.8,0.0165
296.44,0.0285011,4669.45,0.0162
296.44,0.0318278,16953.0,0.0148
296.44,0.0343067,17032.6,0.0153
296.44,0.0408677,45042.8,0.0138
296.44,0.0463092,39386.8,0.0139
296.44,0.0524752,39070.5,0.014
296.44,0.0565622,19773.5,0.0155
296.44,0.0673795,55965.8,0.0136
296.44,0.0720245,26724.2,0.0152
296.44,0.0794987,30047.6,0.0151
296.44,0.0825034,16864.3,0.017
296.44,0.086517,8935.36,0.0178
296.44,0.0980365,35690.4,0.0145
296.44,0.11109,36432.9,0.0147
296.44,0.116786,19444.6,0.0166
296.44,0.122773,21247.6,0.0166
296.44,0.129068,21237.0,0.0167
296.44,0.135686,24006.8,0.0164
296.44,0.142642,13326.6,0.018
296.44,0.149956,10834.4,0.0182
296.44,0.157644,16140.5,0.0174
296.44,0.165727,16817.4,0.0173
296.44,0.174224,15548.0,0.018
296.44,0.183156,19441.3,0.0173
296.44,0.192547,13652.2,0.0186
296.44,0.202419,12526.4,0.0185
296.44,0.212797,14640.1,0.0187
296.44,0.223708,15708.4,0.0183
296.44,0.235177,16040.6,0.0184
296.44,0.247235,16071.3,0.0188
296.44,0.273237,36537.4,0.0166
296.44,0.287246,13150.1,0.0199
296.44,0.294518,7470.59,0.0237
296.44,0.297211,3275.14,0.0327
296.44,0.298491,1584.45,0.044
296.44,0.301974,4516.26,0.0286
296.44,0.333733,28636.9,0.0178
296.44,0.368832,26620.2,0.0185
296.44,0.387742,11843.9,0.0218
296.44,0.407622,8511.13,0.0234
296.44,0.450492,16923.8,0.0208
296.44,0.497871,20276.8,0.0209
296.44,0.523397,10539.1,0.0234
296.44,0.550232,10134.6,0.0247
296.44,0.578443,10022.5,0.0252
296.44,0.608101,11084.1,0.0254
296.44,0.639279,8178.56,0.0279
296.44,0.672055,7300.08,0.029
296.44,0.706512,6304.06,0.0301
296.44,0.742736,5094.17,0.0325
296.44,0.780817,3938.65,0.0359
296.44,0.82085,3746.36,0.0356
296.44,0.862936,3585.85,0.039
296.44,0.90718,2840.97,0.0413
296.44,0.961672,3168.22,0.0417
296.44,1.00259,1666.9,0.0487
296.44,1.10803,4180.55,0.0383
296.44,1.16484,2242.07,0.0465
296.44,1.22456,1942.26,0.0501
296.44,1.28735,1565.23,0.0518
296.44,1.35335,1478.22,0.0535
296.44,1.42274,1476.1,0.0552
296.44,1.49569,1289.7,0.0564
296.44,1.57237,1251.47,0.0615
296.44,1.65299,1086.53,0.059
296.44,1.73774,1203.79,0.0649
296.44,1.82684,1006.61,0.0661
296.44,1.9205,858.287,0.0675
296.44,2.01897,840.414,0.0753
296.44,2.12248,773.777,0.0725
296.44,2.2313,781.991,0.0757
296.44,2.30693,512.543,0.0911
296.44,2.3457,228.455,0.1215
296.44,2.36533,141.047,0.1424
296.44,2.38513,84.1563,0.1776
296.44,2.46597,414.834,0.0981
296.44,2.5924,495.831,0.0874
296.44,2.72532,572.804,0.0883
296.44,2.86505,514.509,0.0867
296.44,3.01194,408.517,0.1012
296.44,3.16637,386.766,0.1156
296.44,3.32871,379.238,0.1096
296.44,3.67879,753.675,0.0785
296.44,4.0657,645.298,0.0853
296.44,4.49329,605.402,0.0869
296.44,4.72367,252.009,0.1339
296.44,4.96585,206.799,0.1413
296.44,5.22046,234.016,0.1404
296.44,5.48812,223.056,0.1371
296.44,5.7695,204.235,0.1418
296.44,6.06531,206.33,0.1409
296.44,6.37628,229.601,0.1483
296.44,6.59241,140.939,0.1721
296.44,6.7032,28.0411,0.2809
296.44,7.04688,183.803,0.1397
296.44,7.40818,328.169,0.129
296.44,7.78801,259.146,0.1355
296.44,8.18731,225.788,0.1336
296.44,8.60708,196.654,0.1591
296.44,9.04837,208.238,0.1438
296.44,9.51229,272.159,0.1408
296.44,10.0,261.819,0.1585
296.44,10.5127,309.941,0.1317
296.44,11.0517,423.242,0.1236
296.44,11.6183,471.54,0.1187
296.44,12.214,597.636,0.0993
296.44,12.5232,383.783,0.1225
296.44,12.8403,460.859,0.1125
296.44,13.4986,1607.6,0.0711
296.44,13.8403,1089.07,0.0849
296.44,14.1907,625.652,0.1185
296.44,14.5499,135.719,0.2954
296.44,14.9182,10.2074,0.8235
296.44,15.6831,0.0,0.0
296.44,16.4872,0.0,0.0
296.44,16.9046,0.0,0.0
296.44,17.3325,0.0,0.0
296.44,19.6403,0.0,0.0
300.91,1.00001e-07,47742.4,0.014
300.91,4.13994e-07,133295.0,0.0115
300.91,5.31579e-07,36743.7,0.0141
300.91,6.8256e-07,39774.6,0.0137
300.91,8.76425e-07,44912.2,0.0133
300.91,1.12535e-06,49555.3,0.013
300.91,1.44498e-06,52531.7,0.0128
300.91,1.85539e-06,56366.5,0.0126
300.91,2.38237e-06,59599.3,0.0124
300.91,3.05902e-06,62486.1,0.0122
300.91,3.92786e-06,65361.1,0.0121
300.91,5.04348e-06,68375.2,0.012
300.91,6.47595e-06,71395.5,0.012
300.91,8.31529e-06,72454.8,0.012
300.91,1.0677e-05,74804.2,0.0119
300.91,1.37096e-05,74507.5,0.0119
300.91,1.76035e-05,76015.5,0.012
300.91,2.26033e-05,75845.3,0.012
300.91,2.90232e-05,75569.1,0.012
300.91,3.72665e-05,74378.8,0.0122
300.91,4.78512e-05,71144.9,0.0121
300.91,6.14421e-05,83097.9,0.012
300.91,7.88932e-05,81833.7,0.012
300.91,0.000101301,80780.7,0.0121
300.91,0.000130073,78627.2,0.0121
300.91,0.000167017,79436.3,0.0122
300.91,0.000214454,82471.8,0.0122
300.91,0.000275364,88813.9,0.0119
300.91,0.000353575,61704.8,0.0123
300.91,0.000453999,67466.3,0.0125
300.91,0.000582947,77597.8,0.0123
300.91,0.000748518,89290.2,0.0121
300.91,0.000961117,93334.4,0.0121
300.91,0.0012341,86645.2,0.0122
300.91,0.00158461,102547.0,0.0121
300.91,0.00203468,109957.0,0.0119
300.91,0.00224867,22468.1,0.0139
300.91,0.00248517,26864.4,0.0137
300.91,0.00261259,10101.4,0.0161
300.91,0.00274654,13778.9,0.0159
300.91,0.00303539,37546.1,0.0136
300.91,0.00335463,40256.5,0.0136
300.91,0.00370744,41076.7,0.0134
300.91,0.00430742,50434.0,0.013
300.91,0.00553084,84190.1,0.0123
300.91,0.00710174,86750.2,0.0123
300.91,0.00911882,64784.7,0.0127
300.91,0.0105946,54618.4,0.0131
300.91,0.0117088,39082.6,0.014
300.91,0.0150344,92133.6,0.0125
300.91,0.0193045,81274.2,0.0129
300.91,0.0218749,53006.3,0.0138
300.91,0.0235786,42364.7,0.0145
300.91,0.0241755,16274.3,0.018
300.91,0.0247875,20845.5,0.017
300.91,0.0260584,27455.7,0.0151
300.91,0.0270001,15611.6,0.0169
300.91,0.0285011,6806.07,0.0169
300.91,0.0318278,24534.2,0.0149
300.91,0.0343067,25037.5,0.0154
300.91,0.0408677,67716.8,0.0135
300.91,0.0463092,58023.3,0.014
300.91,0.0524752,57696.8,0.0139
300.91,0.0565622,28379.6,0.0155
300.91,0.0673795,82616.5,0.0134
300.91,0.0720245,39653.6,0.0151
300.91,0.0794987,43310.0,0.0148
300.91,0.0825034,24028.4,0.0171
300.91,0.086517,13154.3,0.0183
300.91,0.0980365,53178.1,0.0146
300.91,0.11109,54386.6,0.0146
300.91,0.116786,28486.1,0.0166
300.91,0.122773,30671.3,0.0168
300.91,0.129068,30978.8,0.0167
300.91,0.135686,35676.3,0.016
300.91,0.142642,19633.1,0.0182
300.91,0.149956,16687.7,0.0186
300.91,0.157644,24139.3,0.0176
300.91,0.165727,25096.0,0.0176
300.91,0.174224,22667.7,0.0181
300.91,0.183156,29131.3,0.0172
300.91,0.192547,20217.3,0.0183
300.91,0.202419,18468.5,0.0188
300.91,0.212797,21735.0,0.0184
300.91,0.223708,23734.7,0.0183
300.91,0.235177,23500.8,0.0185
300.91,0.247235,23215.6,0.0188
300.91,0.273237,53453.7,0.0161
300.91,0.287246,19962.7,0.0199
300.91,0.294518,11099.4,0.0233
300.91,0.297211,4806.41,0.0334
300.91,0.298491,2300.69,0.0472
300.91,0.301974,6781.93,0.0295
300.91,0.333733,42909.3,0.017
300.91,0.368832,40909.2,0.0179
300.91,0.387742,17753.1,0.0216
300.91,0.407622,12939.1,0.0234
300.91,0.450492,25060.8,0.0204
300.91,0.497871,30167.1,0.0201
300.91,0.523397,15856.2,0.0232
300.91,0.550232,15290.3,0.0237
300.91,0.578443,15369.1,0.0249
300.91,0.608101,16490.6,0.0244
300.91,0.639279,12676.1,0.0264
300.91,0.672055,10837.9,0.0278
300.91,0.706512,9780.59,0.0299
300.91,0.742736,7717.04,0.032
300.91,0.780817,5654.95,0.0351
300.91,0.82085,5416.44,0.036
300.91,0.862936,5113.95,0.0406
300.91,0.90718,4448.6,0.0406
300.91,0.961672,4883.56,0.04
300.91,1.00259,2435.48,0.0494
300.91,1.10803,6393.08,0.0366
300.91,1.16484,3383.06,0.0459
300.91,1.22456,3192.68,0.0469
300.91,1.28735,2310.28,0.053
300.91,1.35335,2173.29,0.0534
300.91,1.42274,2342.0,0.0539
300.91,1.49569,2090.33,0.0588
300.91,1.57237,1843.21,0.0619
300.91,1.65299,1685.76,0.0591
300.91,1.73774,1838.9,0.0614
300.91,1.82684,1618.04,0.0622
300.91,1.9205,1340.6,0.0701
300.91,2.01897,1307.6,0.0712
300.91,2.12248,1124.16,0.0693
300.91,2.2313,1137.15,0.0753
300.91,2.30693,790.617,0.0918
300.91,2.3457,344.592,0.1284
300.91,2.36533,198.087,0.1419
300.91,2.38513,108.955,0.2171
300.91,2.46597,635.018,0.0963
300.91,2.5924,818.027,0.0893
300.91,2.72532,809.144,0.0877
300.91,2.86505,802.232,0.0909
300.91,3.01194,626.92,0.0961
300.91,3.16637,582.214,0.1093
300.91,3.32871,581.077,0.0966
300.91,3.67879,1147.59,0.0783
300.91,4.0657,907.741,0.0793
300.91,4.49329,888.742,0.0847
300.91,4.72367,404.343,0.1354
300.91,4.96585,354.209,0.1385
300.91,5.22046,332.521,0.1466
300.91,5.48812,324.812,0.1237
300.91,5.7695,341.173,0.1333
300.91,6.06531,393.374,0.1248
300.91,6.37628,373.573,0.1346
300.91,6.59241,221.038,0.1768
300.91,6.7032,90.0834,0.2338
300.91,7.04688,314.893,0.1231
300.91,7.40818,424.606,0.1237
300.91,7.78801,333.161,0.1452
300.91,8.18731,355.938,0.1329
300.91,8.60708,352.846,0.1417
300.91,9.04837,354.368,0.1276
300.91,9.51229,449.622,0.1361
300.91,10.0,430.993,0.1323
300.91,10.5127,411.749,0.1265
300.91,11.0517,601.8,0.1113
300.91,11.6183,719.622,0.1059
300.91,12.214,856.633,0.0951
300.91,12.5232,587.852,0.1092
300.91,12.8403,725.055,0.1002
300.91,13.4986,2198.62,0.0659
300.91,13.8403,1750.03,0.0758
300.91,14.1907,997.533,0.1047
300.91,14.5499,194.52,0.2815
300.91,14.9182,11.6888,0.724
300.91,15.6831,0.0,0.0
300.91,16.4872,0.0,0.0
300.91,16.9046,0.0,0.0
300.91,17.3325,0.0,0.0
300.91,19.6403,0.0,0.0
305.38,1.00001e-07,71556.7,0.0129
