Cells,Value,Error
291.97,7.56847e-09,0.0104
296.44,9.36832e-09,0.0099
300.91,1.32226e-08,0.0095
305.38,1.9934e-08,0.0091
309.85,3.08957e-08,0.0088
314.32,4.78032e-08,0.0084
318.79,7.3562e-08,0.0082
323.26,1.12891e-07,0.0079
327.73,1.71057e-07,0.0077
332.2,2.57212e-07,0.0075
336.67,3.8045e-07,0.0073
341.14,5.54603e-07,0.0071
345.61,7.99854e-07,0.007
350.08,1.13605e-06,0.0068
354.55,1.58359e-06,0.0067
359.02,2.18469e-06,0.0065
363.49,2.98575e-06,0.0064
367.96,4.09344e-06,0.006
372.43,5.77581e-06,0.0056
376.9,8.54293e-06,0.005
377.0,2.03227e-05,0.0055
395.5,2.47173e-05,0.0044
400.5,4.12008e-05,0.0039
406.6,0.000130618,0.0035
412.7,0.000302467,0.0032
418.8,0.000690587,0.0028
424.9,0.00148187,0.0026
431.0,0.00251186,0.0025
436.0,0.00306049,0.0022
447.9,0.00996716,0.0017
451.0,0.0459115,0.0019
455.2,0.0310793,0.0015
458.2,0.108579,0.0016
465.2,0.0764425,0.0012
468.2,0.37301,0.0012
473.7,0.2286,0.0009
476.7,1.03393,0.001
481.7,0.59601,0.0007
484.7,2.72588,0.0008
487.0,1.29601,0.0007
489.0,4.81462,0.0007
490.0,1.89807,0.0007
493.6,7.27132,0.0006
493.7,2.30257,0.0009
494.2,2.35897,0.0007
495.0,5.40685,0.0006
1132.1,7.43316,0.0003
1132.6,2.8914,0.0005
1132.7,2.86918,0.0005
1136.3,10.5867,0.0003
1137.3,2.43774,0.0004
1139.3,7.11349,0.0003
1141.6,1.73262,0.0003
1144.6,4.06903,0.0003
1149.6,0.831967,0.0004
1152.6,1.54895,0.0005
1158.1,0.32864,0.0004
1161.1,0.554756,0.0006
1168.1,0.110715,0.0006
1171.1,0.158955,0.0008
1175.3,0.0448901,0.0007
1178.4,0.0661624,0.0009
1185.3,0.0141761,0.0009
1227.8,0.00418548,0.0011
1232.49,0.00358439,0.0012
1237.18,0.00251246,0.0013
1241.87,0.00146318,0.0014
1246.56,0.000783143,0.0015
1251.25,0.000408901,0.0017
1255.94,0.000213251,0.0019
1260.63,0.000111719,0.0021
1265.32,5.92054e-05,0.0024
1270.01,3.17385e-05,0.0028
1274.7,1.68221e-05,0.0031
1279.7,6.03455e-06,0.0035
1284.7,3.63075e-06,0.004
1300.1,2.93017e-06,0.005
1304.57,1.23694e-06,0.0048
1309.04,8.37277e-07,0.0052
1313.51,5.88088e-07,0.0057
1317.98,4.23537e-07,0.0059
1322.45,3.08434e-07,0.0062
1326.92,2.23462e-07,0.0063
1331.39,1.58529e-07,0.0065
1335.86,1.10536e-07,0.0066
1340.33,7.57548e-08,0.0068
1344.8,5.16162e-08,0.007
1349.27,3.46471e-08,0.0072
1353.74,2.29534e-08,0.0073
1358.21,1.50948e-08,0.0077
1362.68,9.72362e-09,0.0079
1367.15,6.21005e-09,0.0084
1371.62,3.94948e-09,0.0086
1376.09,2.45284e-09,0.009
1380.56,1.48326e-09,0.0094
1385.03,8.37539e-10,0.0101
1389.5,3.8867e-10,0.0108
