Cells,Value,Error
291.97,7.27835e-09,0.0104
296.44,9.00238e-09,0.0099
300.91,1.26871e-08,0.0096
305.38,1.90908e-08,0.0091
309.85,2.95384e-08,0.0088
314.32,4.5604e-08,0.0084
318.79,7.00138e-08,0.0082
323.26,1.07189e-07,0.0079
327.73,1.61904e-07,0.0078
332.2,2.42561e-07,0.0075
336.67,3.57098e-07,0.0073
341.14,5.17777e-07,0.0071
345.61,7.41796e-07,0.007
350.08,1.04545e-06,0.0068
354.55,1.44222e-06,0.0068
359.02,1.96664e-06,0.0065
363.49,2.65063e-06,0.0064
367.96,3.5802e-06,0.006
372.43,4.99539e-06,0.0056
376.9,7.34528e-06,0.0049
377.0,7.8257e-06,0.0053
395.5,1.74469e-05,0.0043
400.5,3.90153e-05,0.0038
406.6,0.000118093,0.0035
412.7,0.000275797,0.0031
418.8,0.000629492,0.0028
424.9,0.00133372,0.0026
431.0,0.00212016,0.0025
436.0,0.0028174,0.0022
447.9,0.00957395,0.0017
451.0,0.0185383,0.0018
455.2,0.0299241,0.0015
458.2,0.0385849,0.0016
465.2,0.0727838,0.0012
468.2,0.124994,0.0013
473.7,0.216188,0.0009
476.7,0.325006,0.001
481.7,0.557796,0.0008
484.7,0.843394,0.0008
487.0,1.20069,0.0007
489.0,1.39156,0.0008
490.0,1.73198,0.0007
493.6,1.71432,0.0008
493.7,1.99729,0.001
494.2,2.04671,0.0008
495.0,1.38951,0.0008
1132.1,1.61491,0.0007
1132.6,2.40991,0.0006
1132.7,2.39807,0.0006
1136.3,2.10227,0.0005
1137.3,2.17394,0.0004
1139.3,1.7773,0.0004
1141.6,1.58028,0.0004
1144.6,1.13416,0.0004
1149.6,0.771688,0.0004
1152.6,0.460763,0.0005
1158.1,0.309544,0.0005
1161.1,0.180395,0.0006
1168.1,0.105246,0.0006
1171.1,0.055823,0.0008
1175.3,0.0432058,0.0007
1178.4,0.0265673,0.0009
1185.3,0.0136172,0.0009
1227.8,0.00385656,0.0011
1232.49,0.00299325,0.0012
1237.18,0.00223991,0.0013
1241.87,0.00132936,0.0014
1246.56,0.000715024,0.0015
1251.25,0.000373273,0.0017
1255.94,0.000194232,0.0019
1260.63,0.00010147,0.0021
1265.32,5.36422e-05,0.0024
1270.01,2.8673e-05,0.0027
1274.7,1.50501e-05,0.0031
1279.7,5.69291e-06,0.0035
1284.7,2.58577e-06,0.0042
1300.1,1.12857e-06,0.0056
1304.57,1.06228e-06,0.0048
1309.04,7.23742e-07,0.0053
1313.51,5.14204e-07,0.0058
1317.98,3.75613e-07,0.006
1322.45,2.77501e-07,0.0063
1326.92,2.03529e-07,0.0064
1331.39,1.45813e-07,0.0066
1335.86,1.02457e-07,0.0066
1340.33,7.06745e-08,0.0069
1344.8,4.84271e-08,0.007
1349.27,3.26568e-08,0.0073
1353.74,2.17186e-08,0.0074
1358.21,1.4331e-08,0.0077
1362.68,9.25382e-09,0.008
1367.15,5.92496e-09,0.0084
1371.62,3.7758e-09,0.0086
1376.09,2.34861e-09,0.0091
1380.56,1.4216e-09,0.0095
1385.03,8.03301e-10,0.0101
1389.5,3.73481e-10,0.0109
