Cells,Value,Error
291.97,2.90121e-10,0.0128
296.44,3.65945e-10,0.0122
300.91,5.35416e-10,0.0115
305.38,8.43176e-10,0.0109
309.85,1.35726e-09,0.0104
314.32,2.19924e-09,0.0099
318.79,3.54823e-09,0.0096
323.26,5.70237e-09,0.0091
327.73,9.1528e-09,0.0088
332.2,1.46506e-08,0.0085
336.67,2.3352e-08,0.0083
341.14,3.6826e-08,0.008
345.61,5.80586e-08,0.0078
350.08,9.05963e-08,0.0076
354.55,1.41367e-07,0.0074
359.02,2.18043e-07,0.0073
363.49,3.35124e-07,0.0071
367.96,5.13236e-07,0.007
372.43,7.80426e-07,0.0069
376.9,1.19765e-06,0.0067
377.0,1.2497e-05,0.0065
395.5,7.27034e-06,0.0056
400.5,2.18551e-06,0.007
406.6,1.25242e-05,0.0055
412.7,2.66701e-05,0.0049
418.8,6.10944e-05,0.0042
424.9,0.000148149,0.0035
431.0,0.000391697,0.0029
436.0,0.000243089,0.0035
447.9,0.000393212,0.0029
451.0,0.0273732,0.0022
455.2,0.00115516,0.0024
458.2,0.0699942,0.0018
465.2,0.00365867,0.0018
468.2,0.248016,0.0014
473.7,0.0124124,0.0014
476.7,0.708928,0.0011
481.7,0.0382143,0.0011
484.7,1.88248,0.0009
487.0,0.0953192,0.0009
489.0,3.42307,0.0008
490.0,0.166086,0.0009
493.6,5.55701,0.0007
493.7,0.305282,0.0009
494.2,0.312258,0.0008
495.0,4.01734,0.0008
1132.1,5.81826,0.0004
1132.6,0.481486,0.0003
1132.7,0.471102,0.0004
1136.3,8.48446,0.0003
1137.3,0.263799,0.0004
1139.3,5.33619,0.0003
1141.6,0.152342,0.0004
1144.6,2.93487,0.0004
1149.6,0.0602788,0.0005
1152.6,1.08819,0.0005
1158.1,0.0190965,0.0007
1161.1,0.374361,0.0007
1168.1,0.00546933,0.0009
1171.1,0.103132,0.0009
1175.3,0.00168432,0.0012
1178.4,0.0395951,0.0011
1185.3,0.000558848,0.0014
1227.8,0.000328913,0.0017
1232.49,0.000591132,0.0014
1237.18,0.000272547,0.0017
1241.87,0.000133821,0.002
1246.56,6.81188e-05,0.0023
1251.25,3.56287e-05,0.0026
1255.94,1.90187e-05,0.003
1260.63,1.02494e-05,0.0034
1265.32,5.56323e-06,0.0038
1270.01,3.06545e-06,0.0043
1274.7,1.772e-06,0.0047
1279.7,3.41632e-07,0.0062
1284.7,1.04498e-06,0.0053
1300.1,1.8016e-06,0.0058
1304.57,1.74663e-07,0.006
1309.04,1.13536e-07,0.0062
1313.51,7.38835e-08,0.0064
1317.98,4.79236e-08,0.0065
1322.45,3.09327e-08,0.0067
1326.92,1.99336e-08,0.0069
1331.39,1.27155e-08,0.0071
1335.86,8.0785e-09,0.0073
1340.33,5.08037e-09,0.0076
1344.8,3.18909e-09,0.0079
1349.27,1.99031e-09,0.0082
1353.74,1.23486e-09,0.0085
1358.21,7.6371e-10,0.0089
1362.68,4.69803e-10,0.0093
1367.15,2.85085e-10,0.0098
1371.62,1.73679e-10,0.0103
1376.09,1.04227e-10,0.011
1380.56,6.16673e-11,0.0116
1385.03,3.42384e-11,0.0124
1389.5,1.51883e-11,0.0137
