Cells,Value,Error
47,0.227429,0.001
45,0.122397,0.0009
43,0.0697795,0.001
41,0.0272051,0.0012
39,0.00849172,0.0016
37,0.00241579,0.002
35,0.000742263,0.0027
33,0.000248448,0.0033
26,1.968e-06,0.007
30,4.34092e-05,0.0046
29,1.99494e-05,0.0052
28,9.15592e-06,0.0058
27,4.24018e-06,0.0064
21,3.76112e-07,0.0083
55,0.356191,0.0004
57,0.197119,0.0004
59,0.11257,0.0004
61,0.0432001,0.0006
63,0.0131281,0.0008
65,0.00361706,0.001
67,0.0010813,0.0014
69,0.000353142,0.0016
72,6.30692e-05,0.0023
73,3.4429e-05,0.0025
74,1.88243e-05,0.0028
75,1.02872e-05,0.0031
76,5.65284e-06,0.0035
77,3.11827e-06,0.0039
78,1.71006e-06,0.0044
79,9.36354e-07,0.0049
80,5.15849e-07,0.0054
81,2.83487e-07,0.006
86,5.5032e-08,0.0079
