Cells,Value,Error
291.97,1205560.0,0.01
296.44,1483740.0,0.0095
300.91,2087980.0,0.0092
305.38,3140270.0,0.0088
309.85,4851610.0,0.0085
314.32,7491460.0,0.0082
318.79,11540600.0,0.008
323.26,17659200.0,0.0077
327.73,26735000.0,0.0075
332.2,40181500.0,0.0073
336.67,59325300.0,0.0071
341.14,86279800.0,0.0069
345.61,124501000.0,0.0068
350.08,176710000.0,0.0066
354.55,246577000.0,0.0065
359.02,342317000.0,0.0063
363.49,471865000.0,0.0061
367.96,658881000.0,0.0058
372.43,950410000.0,0.0053
376.9,1380880000.0,0.0048
377.0,1482990000.0,0.0053
395.5,1648730000.0,0.0042
400.5,6645190000.0,0.0036
406.6,20337000000.0,0.0033
412.7,46606700000.0,0.003
418.8,103817000000.0,0.0027
424.9,214172000000.0,0.0025
431.0,348282000000.0,0.0024
436.0,494082000000.0,0.0021
447.9,1691900000000.0,0.0016
451.0,3656930000000.0,0.0016
455.2,5066590000000.0,0.0014
458.2,7660840000000.0,0.0014
465.2,12901200000000.0,0.0011
468.2,25190900000000.0,0.0011
473.7,38526100000000.0,0.0009
476.7,66468400000000.0,0.0009
481.7,99710100000000.0,0.0007
484.7,169479000000000.0,0.0007
487.0,205254000000000.0,0.0006
489.0,264743000000000.0,0.0006
490.0,287645000000000.0,0.0006
493.6,334904000000000.0,0.0006
493.7,339773000000000.0,0.0007
494.2,344379000000000.0,0.0006
495.0,354199000000000.0,0.0006
1132.1,401380000000000.0,0.0005
1132.6,400192000000000.0,0.0004
1132.7,402100000000000.0,0.0005
1136.3,401627000000000.0,0.0004
1137.3,358242000000000.0,0.0003
1139.3,335377000000000.0,0.0004
1141.6,269512000000000.0,0.0003
1144.6,227177000000000.0,0.0003
1149.6,137911000000000.0,0.0003
1152.6,93953300000000.0,0.0004
1158.1,55081000000000.0,0.0004
1161.1,36323000000000.0,0.0005
1168.1,18633200000000.0,0.0005
1171.1,11060200000000.0,0.0007
1175.3,7300700000000.0,0.0007
1178.4,5238770000000.0,0.0008
1185.3,2403430000000.0,0.0008
1227.8,676197000000.0,0.001
1232.49,494335000000.0,0.0012
1237.18,358277000000.0,0.0012
1241.87,215554000000.0,0.0013
1246.56,118595000000.0,0.0014
1251.25,63083300000.0,0.0016
1255.94,33278600000.0,0.0017
1260.63,17579000000.0,0.0019
1265.32,9351130000.0,0.0022
1270.01,5015310000.0,0.0025
1274.7,2649940000.0,0.0028
1279.7,981971000.0,0.0032
1284.7,246269000.0,0.0038
1300.1,216861000.0,0.0053
1304.57,200726000.0,0.0044
1309.04,138471000.0,0.0049
1313.51,95252700.0,0.0054
1317.98,67260100.0,0.0056
1322.45,48341000.0,0.0059
1326.92,34840800.0,0.0061
1331.39,24644400.0,0.0063
1335.86,17180300.0,0.0064
1340.33,11810300.0,0.0066
1344.8,8039250.0,0.0067
1349.27,5407330.0,0.0069
1353.74,3580800.0,0.0071
1358.21,2355930.0,0.0074
1362.68,1524830.0,0.0076
1367.15,974848.0,0.008
1371.62,621784.0,0.0083
1376.09,386597.0,0.0086
1380.56,233481.0,0.009
1385.03,131852.0,0.0095
1389.5,61537.1,0.01
