Cells,Value,Error
0.0,1.06498e-14,0.0141
5.1,6.19977e-15,0.0156
10.22,4.32065e-15,0.0173
15.34,3.0961e-15,0.0188
20.44,2.30269e-15,0.0215
25.64,1.76514e-15,0.0243
30.79,1.49265e-15,0.0281
35.99,1.16823e-15,0.0305
41.19,9.52138e-16,0.0329
46.44,7.93524e-16,0.0363
51.62,6.52643e-16,0.0418
56.69,5.52015e-16,0.0442
61.81,4.59612e-16,0.047
66.99,3.93069e-16,0.0471
