Value,Error,Energy
0.428501607461556,0.0008697532850379321,0.1 - 1
1.8716547299063506,0.0018025136921819471,1 - 3.5
0.6343118731675752,0.002519399266407766,3.5 - 10
0.0034315167321253386,0.011643026917302115,10 - 20
