Value,Error,Energy
0.9552421549385413,0.0007157186005733625,0.1 - 1
2.431041231111304,0.001588726004107894,1 - 3.5
0.6723276547552858,0.0032602904859778815,3.5 - 10
0.0037415029014832924,0.011685658211062693,10 - 20
