Value,Error,Energy
0.34786162025791983,0.0009231657533954282,0.1 - 1
1.7821529621184562,0.001646725068053267,1 - 3.5
0.5830173808143986,0.0023864646808536448,3.5 - 10
0.001954700309015368,0.015859368118725323,10 - 20
