Value,Error,Energy
0.40743862302660777,0.0010562052202103683,0.1 - 1
2.282106506808934,0.001708605809852861,1 - 3.5
0.5034985627200788,0.004357618363860651,3.5 - 10
0.0008467010299533068,0.024195162928274696,10 - 20
