Cells,Value,Error
2.0,2955200.0,0.0045
3.0,3688760.0,0.0043
4.0,5319620.0,0.0041
5.0,8190260.0,0.0039
6.0,12905600.0,0.0037
7.0,20431700.0,0.0036
8.0,32297100.0,0.0035
9.0,50762600.0,0.0033
10.0,79198200.0,0.0032
11.0,122197000.0,0.0031
12.0,186796000.0,0.003
13.0,281794000.0,0.003
14.0,418951000.0,0.0029
15.0,614172000.0,0.0028
16.0,883804000.0,0.0027
17.0,1243420000.0,0.0027
18.0,1703620000.0,0.0026
19.0,2252150000.0,0.0026
20.0,2844330000.0,0.0025
21.0,3366500000.0,0.0025
22.0,3556120000.0,0.0025
24.0,3682110000.0,0.0024
25.0,5820410000.0,0.0022
26.0,11585000000.0,0.0019
27.0,25544000000.0,0.0016
28.0,65914900000.0,0.0014
29.0,182495000000.0,0.0012
30.0,460682000000.0,0.0011
31.0,839300000000.0,0.001
33.0,1572890000000.0,0.0009
34.0,3082830000000.0,0.0008
35.0,4061120000000.0,0.0007
36.0,7307960000000.0,0.0007
37.0,11151400000000.0,0.0006
38.0,22035200000000.0,0.0005
39.0,29722700000000.0,0.0005
40.0,51602200000000.0,0.0004
41.0,66536000000000.0,0.0004
42.0,107958000000000.0,0.0004
43.0,125724000000000.0,0.0003
44.0,169088000000000.0,0.0003
45.0,193235000000000.0,0.0003
46.0,264902000000000.0,0.0003
47.0,295221000000000.0,0.0003
48.0,308021000000000.0,0.0003
49.0,350742000000000.0,0.0003
53.0,436232000000000.0,0.0002
54.0,393975000000000.0,0.0002
55.0,379151000000000.0,0.0002
56.0,347909000000000.0,0.0001
57.0,267999000000000.0,0.0001
58.0,238588000000000.0,0.0001
59.0,183373000000000.0,0.0002
60.0,159381000000000.0,0.0002
61.0,99780300000000.0,0.0002
62.0,77440200000000.0,0.0002
63.0,44554800000000.0,0.0002
64.0,32875500000000.0,0.0002
65.0,16516000000000.0,0.0003
66.0,10740800000000.0,0.0003
67.0,5920550000000.0,0.0003
68.0,4450290000000.0,0.0004
69.0,2231160000000.0,0.0004
71.0,1162560000000.0,0.0005
72.0,688981000000.0,0.0005
73.0,346217000000.0,0.0006
74.0,156552000000.0,0.0006
75.0,71095300000.0,0.0007
76.0,33631400000.0,0.0009
77.0,16626600000.0,0.001
78.0,8517080000.0,0.0012
79.0,4497920000.0,0.0013
80.0,2479040000.0,0.0015
81.0,1484300000.0,0.0017
82.0,834791000.0,0.002
83.0,529522000.0,0.0022
85.0,507468000.0,0.0023
86.0,481396000.0,0.0022
87.0,405640000.0,0.0023
88.0,319534000.0,0.0024
89.0,240530000.0,0.0024
90.0,174713000.0,0.0025
91.0,123512000.0,0.0025
92.0,85337000.0,0.0026
93.0,57825700.0,0.0027
94.0,38592900.0,0.0027
95.0,25385300.0,0.0028
96.0,16507300.0,0.0029
97.0,10612300.0,0.003
98.0,6759980.0,0.0032
99.0,4263540.0,0.0033
100.0,2667900.0,0.0035
101.0,1649970.0,0.0036
102.0,1009140.0,0.0038
103.0,601567.0,0.004
104.0,332742.0,0.0042
105.0,139110.0,0.0044
