Cells,Value,Error
2.0,7.83434e-09,0.0045
3.0,9.61171e-09,0.0043
4.0,1.35546e-08,0.0042
5.0,2.04442e-08,0.0039
6.0,3.1486e-08,0.0038
7.0,4.87865e-08,0.0037
8.0,7.50372e-08,0.0036
9.0,1.14764e-07,0.0034
10.0,1.74037e-07,0.0034
11.0,2.60891e-07,0.0032
12.0,3.85083e-07,0.0032
13.0,5.61195e-07,0.0031
14.0,8.06142e-07,0.0031
15.0,1.13803e-06,0.003
16.0,1.57925e-06,0.0029
17.0,2.14868e-06,0.0028
18.0,2.89577e-06,0.0028
19.0,3.90218e-06,0.0026
20.0,5.39999e-06,0.0025
21.0,7.83489e-06,0.0022
22.0,8.19176e-06,0.0023
24.0,1.84757e-05,0.0019
25.0,4.08609e-05,0.0017
26.0,0.000122167,0.0015
27.0,0.000282984,0.0014
28.0,0.0006407,0.0012
29.0,0.00134416,0.0012
30.0,0.00213056,0.0011
31.0,0.00285384,0.001
33.0,0.00956178,0.0008
34.0,0.0183155,0.0008
35.0,0.029641,0.0007
36.0,0.0378398,0.0007
37.0,0.0716105,0.0005
38.0,0.121571,0.0006
39.0,0.211344,0.0004
40.0,0.314311,0.0005
41.0,0.544992,0.0003
42.0,0.813614,0.0004
43.0,1.17287,0.0003
44.0,1.3387,0.0004
45.0,1.69619,0.0003
46.0,1.64556,0.0004
47.0,1.95532,0.0005
48.0,2.00935,0.0004
49.0,1.3105,0.0004
53.0,1.52917,0.0003
54.0,2.37883,0.0003
55.0,2.35512,0.0003
56.0,2.02358,0.0002
57.0,2.1314,0.0002
58.0,1.71395,0.0002
59.0,1.54347,0.0002
60.0,1.09527,0.0002
61.0,0.75278,0.0002
62.0,0.445997,0.0002
63.0,0.302291,0.0002
64.0,0.175316,0.0003
65.0,0.103272,0.0003
66.0,0.0546365,0.0004
67.0,0.0426564,0.0003
68.0,0.0261116,0.0004
69.0,0.0135382,0.0004
71.0,0.003891,0.0005
72.0,0.00300682,0.0006
73.0,0.00225127,0.0006
74.0,0.00133885,0.0006
75.0,0.000723387,0.0007
76.0,0.000379084,0.0007
77.0,0.000197934,0.0008
78.0,0.000104064,0.0009
79.0,5.52436e-05,0.0011
80.0,2.96181e-05,0.0012
81.0,1.55863e-05,0.0014
82.0,5.95344e-06,0.0015
83.0,2.73484e-06,0.0019
85.0,1.1792e-06,0.0025
86.0,1.1234e-06,0.0021
87.0,7.78664e-07,0.0023
88.0,5.59053e-07,0.0025
89.0,4.10879e-07,0.0026
90.0,3.02706e-07,0.0027
91.0,2.19766e-07,0.0028
92.0,1.57376e-07,0.0029
93.0,1.10685e-07,0.0029
94.0,7.65713e-08,0.003
95.0,5.22314e-08,0.003
96.0,3.51118e-08,0.0032
97.0,2.32407e-08,0.0032
98.0,1.52237e-08,0.0034
99.0,9.85589e-09,0.0035
100.0,6.32555e-09,0.0036
101.0,4.00748e-09,0.0037
102.0,2.4943e-09,0.004
103.0,1.51085e-09,0.0041
104.0,8.54856e-10,0.0044
105.0,3.98165e-10,0.0048
