Cells,Value,Error
2.0,8.01843e-09,0.0045
3.0,9.84619e-09,0.0043
4.0,1.39034e-08,0.0042
5.0,2.10012e-08,0.0039
6.0,3.23949e-08,0.0038
7.0,5.02828e-08,0.0037
8.0,7.75039e-08,0.0036
9.0,1.18822e-07,0.0034
10.0,1.80707e-07,0.0034
11.0,2.71783e-07,0.0032
12.0,4.02835e-07,0.0032
13.0,5.9003e-07,0.0031
14.0,8.527e-07,0.003
15.0,1.213e-06,0.0029
16.0,1.69935e-06,0.0029
17.0,2.34018e-06,0.0028
18.0,3.20005e-06,0.0028
19.0,4.38328e-06,0.0026
20.0,6.15864e-06,0.0025
21.0,9.03263e-06,0.0022
22.0,2.17921e-05,0.0024
24.0,2.6227e-05,0.0019
25.0,4.32644e-05,0.0017
26.0,0.000135799,0.0015
27.0,0.000311798,0.0014
28.0,0.00070641,0.0013
29.0,0.00150202,0.0012
30.0,0.00254336,0.0011
31.0,0.00311236,0.001
33.0,0.00996111,0.0008
34.0,0.0471572,0.0008
35.0,0.0308064,0.0007
36.0,0.110837,0.0007
37.0,0.0752752,0.0005
38.0,0.377046,0.0005
39.0,0.223678,0.0004
40.0,1.03456,0.0004
41.0,0.582671,0.0003
42.0,2.70728,0.0003
43.0,1.26648,0.0003
44.0,4.76344,0.0003
45.0,1.8591,0.0003
46.0,7.18713,0.0003
47.0,2.25497,0.0004
48.0,2.29181,0.0003
49.0,5.43743,0.0003
53.0,7.50304,0.0002
54.0,2.81335,0.0002
55.0,2.81779,0.0003
56.0,10.4797,0.0001
57.0,2.39,0.0002
58.0,7.04407,0.0001
59.0,1.69293,0.0002
60.0,4.04079,0.0002
61.0,0.812077,0.0002
62.0,1.54905,0.0002
63.0,0.321175,0.0002
64.0,0.559021,0.0003
65.0,0.108721,0.0003
66.0,0.16179,0.0003
67.0,0.0443459,0.0003
68.0,0.0676254,0.0004
69.0,0.0141024,0.0004
71.0,0.00423823,0.0005
72.0,0.0036262,0.0005
73.0,0.00253863,0.0006
74.0,0.00148058,0.0006
75.0,0.000795774,0.0007
76.0,0.000417022,0.0007
77.0,0.000218164,0.0008
78.0,0.000114979,0.0009
79.0,6.11817e-05,0.0011
80.0,3.28978e-05,0.0012
81.0,1.74896e-05,0.0014
82.0,6.3237e-06,0.0015
83.0,3.84033e-06,0.0018
85.0,3.12362e-06,0.0021
86.0,1.2966e-06,0.0021
87.0,8.88373e-07,0.0023
88.0,6.28271e-07,0.0025
89.0,4.544e-07,0.0026
90.0,3.29986e-07,0.0027
91.0,2.36759e-07,0.0027
92.0,1.67898e-07,0.0028
93.0,1.17175e-07,0.0029
94.0,8.05553e-08,0.003
95.0,5.466e-08,0.003
96.0,3.65912e-08,0.0031
97.0,2.41385e-08,0.0032
98.0,1.5767e-08,0.0034
99.0,1.0183e-08,0.0034
100.0,6.52192e-09,0.0036
101.0,4.12459e-09,0.0037
102.0,2.56388e-09,0.004
103.0,1.55153e-09,0.0041
104.0,8.77659e-10,0.0044
105.0,4.09116e-10,0.0048
