Cells,Energy,Value,Error
2.0,1.00001e-07,28430.9,0.0064
2.0,4.13994e-07,79981.7,0.0053
2.0,5.31579e-07,21684.8,0.0064
2.0,6.8256e-07,24390.1,0.0063
2.0,8.76425e-07,26697.7,0.0061
2.0,1.12535e-06,29291.7,0.006
2.0,1.44498e-06,31617.3,0.0058
2.0,1.85539e-06,33766.5,0.0058
2.0,2.38237e-06,35916.1,0.0057
2.0,3.05902e-06,37701.0,0.0056
2.0,3.92786e-06,39252.9,0.0056
2.0,5.04348e-06,40776.6,0.0055
2.0,6.47595e-06,41958.4,0.0055
2.0,8.31529e-06,42959.4,0.0055
2.0,1.0677e-05,44155.0,0.0055
2.0,1.37096e-05,44484.8,0.0055
2.0,1.76035e-05,45225.8,0.0055
2.0,2.26033e-05,45286.8,0.0055
2.0,2.90232e-05,45140.5,0.0055
2.0,3.72665e-05,44022.1,0.0056
2.0,4.78512e-05,41771.9,0.0056
2.0,6.14421e-05,48206.4,0.0055
2.0,7.88932e-05,47895.8,0.0055
2.0,0.000101301,47302.4,0.0056
2.0,0.000130073,46383.6,0.0056
2.0,0.000167017,46741.1,0.0056
2.0,0.000214454,48133.8,0.0056
2.0,0.000275364,51883.7,0.0055
2.0,0.000353575,36208.7,0.0056
2.0,0.000453999,40024.3,0.0057
2.0,0.000582947,45903.5,0.0057
2.0,0.000748518,51724.7,0.0056
2.0,0.000961117,54174.8,0.0056
2.0,0.0012341,50696.8,0.0056
2.0,0.00158461,61392.5,0.0055
2.0,0.00203468,63181.3,0.0055
2.0,0.00224867,13435.8,0.0061
2.0,0.00248517,16208.1,0.0061
2.0,0.00261259,6238.78,0.007
2.0,0.00274654,7765.91,0.007
2.0,0.00303539,21990.0,0.0062
2.0,0.00335463,23901.5,0.0061
2.0,0.00370744,23790.6,0.0061
2.0,0.00430742,29525.2,0.0059
2.0,0.00553084,50389.9,0.0056
2.0,0.00710174,51807.3,0.0056
2.0,0.00911882,38279.6,0.0058
2.0,0.0105946,30845.2,0.0061
2.0,0.0117088,23137.8,0.0064
2.0,0.0150344,54238.3,0.0058
2.0,0.0193045,47798.3,0.0059
2.0,0.0218749,32383.1,0.0064
2.0,0.0235786,24393.4,0.0068
2.0,0.0241755,10072.3,0.0083
2.0,0.0247875,12944.2,0.0079
2.0,0.0260584,16310.3,0.007
2.0,0.0270001,8766.0,0.0077
2.0,0.0285011,3958.03,0.0075
2.0,0.0318278,14145.5,0.0068
2.0,0.0343067,14581.3,0.0071
