Cells,Value,Error
47.0,192.853,0.0003
45.0,115.02,0.0003
43.0,57.832,0.0004
41.0,21.1052,0.0004
39.0,7.53528,0.0005
37.0,2.32776,0.0007
35.0,1.00562,0.0008
33.0,0.257399,0.001
26.0,0.00286113,0.0021
30.0,0.0808615,0.0012
29.0,0.0450909,0.0013
28.0,0.01764,0.0015
27.0,0.00691637,0.0018
21.0,0.000213296,0.0036
55.0,268.885,0.0002
57.0,166.172,0.0001
59.0,87.6626,0.0002
61.0,32.5191,0.0002
63.0,11.4193,0.0003
65.0,3.45218,0.0003
67.0,1.46272,0.0004
69.0,0.365395,0.0005
72.0,0.113996,0.0006
73.0,0.0804762,0.0006
74.0,0.0405865,0.0007
75.0,0.0190607,0.0008
76.0,0.00908909,0.0009
77.0,0.00450481,0.0011
78.0,0.0023075,0.0013
79.0,0.00121838,0.0015
80.0,0.000664602,0.0017
81.0,0.000352265,0.0019
86.0,3.05518e-05,0.0034
