Cells,Value,Error
47.0,578.226,0.0004
45.0,308.78,0.0004
43.0,174.929,0.0004
41.0,68.0569,0.0005
39.0,21.4209,0.0007
37.0,6.12801,0.0009
35.0,1.91778,0.0011
33.0,0.632904,0.0014
26.0,0.00519051,0.0029
30.0,0.115009,0.0019
29.0,0.0540827,0.0021
28.0,0.0246067,0.0024
27.0,0.0112454,0.0027
21.0,0.000952513,0.0036
55.0,903.001,0.0002
57.0,495.369,0.0002
59.0,281.65,0.0002
61.0,107.767,0.0002
63.0,32.9138,0.0003
65.0,9.12032,0.0004
67.0,2.77635,0.0006
69.0,0.893271,0.0007
72.0,0.165428,0.001
73.0,0.0927106,0.001
74.0,0.0503033,0.0012
75.0,0.0271524,0.0013
76.0,0.0147247,0.0015
77.0,0.00802243,0.0016
78.0,0.00438311,0.0018
79.0,0.00240116,0.002
80.0,0.00132069,0.0023
81.0,0.000725553,0.0025
86.0,0.000137028,0.0034
