Cells,Value,Error
47.0,0.113467,0.0005
45.0,0.0630612,0.0004
43.0,0.0365733,0.0005
41.0,0.0146013,0.0005
39.0,0.00466249,0.0007
37.0,0.00134854,0.0009
35.0,0.000419701,0.0012
33.0,0.00014211,0.0014
26.0,1.17109e-06,0.0029
30.0,2.47016e-05,0.002
29.0,1.15262e-05,0.0022
28.0,5.36956e-06,0.0025
27.0,2.5028e-06,0.0027
21.0,2.23902e-07,0.0035
55.0,0.177013,0.0002
57.0,0.100953,0.0002
59.0,0.0586007,0.0002
61.0,0.023006,0.0002
63.0,0.00714301,0.0003
65.0,0.00200522,0.0004
67.0,0.000607908,0.0006
69.0,0.00020084,0.0007
72.0,3.57203e-05,0.001
73.0,1.96714e-05,0.0011
74.0,1.08306e-05,0.0012
75.0,5.96076e-06,0.0014
76.0,3.28347e-06,0.0015
77.0,1.81121e-06,0.0017
78.0,9.97969e-07,0.0019
79.0,5.4994e-07,0.0021
80.0,3.03759e-07,0.0023
81.0,1.67746e-07,0.0026
86.0,3.26939e-08,0.0034
