Cells,Value,Error
2.0,1191530.0,0.0043
3.0,1462390.0,0.0041
4.0,2063610.0,0.004
5.0,3113680.0,0.0038
6.0,4793030.0,0.0037
7.0,7427620.0,0.0035
8.0,11447200.0,0.0034
9.0,17513600.0,0.0033
10.0,26608500.0,0.0032
11.0,39973200.0,0.0031
12.0,59243400.0,0.0031
13.0,86787300.0,0.003
14.0,125582000.0,0.0029
15.0,179175000.0,0.0029
16.0,252236000.0,0.0028
17.0,351242000.0,0.0027
18.0,488672000.0,0.0026
19.0,686231000.0,0.0025
20.0,993338000.0,0.0023
21.0,1436920000.0,0.0021
22.0,1539700000.0,0.0023
24.0,1703680000.0,0.0018
25.0,6721820000.0,0.0016
26.0,20558600000.0,0.0014
27.0,46765000000.0,0.0013
28.0,103232000000.0,0.0012
29.0,210877000000.0,0.0011
30.0,340742000000.0,0.001
31.0,483440000000.0,0.0009
33.0,1660090000000.0,0.0007
34.0,3573440000000.0,0.0007
35.0,4922220000000.0,0.0006
36.0,7435280000000.0,0.0006
37.0,12470100000000.0,0.0005
38.0,24249000000000.0,0.0005
39.0,36907700000000.0,0.0004
40.0,63449200000000.0,0.0004
41.0,94834200000000.0,0.0003
42.0,160308000000000.0,0.0003
43.0,193050000000000.0,0.0003
44.0,247413000000000.0,0.0003
45.0,267443000000000.0,0.0003
46.0,308259000000000.0,0.0003
47.0,309727000000000.0,0.0003
48.0,310592000000000.0,0.0003
49.0,321260000000000.0,0.0003
53.0,364606000000000.0,0.0002
54.0,363613000000000.0,0.0002
55.0,369252000000000.0,0.0002
56.0,371749000000000.0,0.0002
57.0,334666000000000.0,0.0002
58.0,314875000000000.0,0.0002
59.0,254289000000000.0,0.0001
60.0,215337000000000.0,0.0002
61.0,131265000000000.0,0.0001
62.0,89841200000000.0,0.0002
63.0,52770100000000.0,0.0002
64.0,34923300000000.0,0.0002
65.0,17964300000000.0,0.0002
66.0,10716400000000.0,0.0003
67.0,7074480000000.0,0.0003
68.0,5096410000000.0,0.0004
69.0,2347350000000.0,0.0004
71.0,659134000000.0,0.0005
72.0,482924000000.0,0.0005
73.0,350979000000.0,0.0005
74.0,211992000000.0,0.0006
75.0,117171000000.0,0.0006
76.0,62645500000.0,0.0007
77.0,33218000000.0,0.0008
78.0,17650200000.0,0.0009
79.0,9431700000.0,0.001
80.0,5079190000.0,0.0011
81.0,2687420000.0,0.0012
82.0,996220000.0,0.0014
83.0,254281000.0,0.0017
85.0,225161000.0,0.0023
86.0,207936000.0,0.0019
87.0,143844000.0,0.0021
88.0,98736500.0,0.0023
89.0,69489900.0,0.0024
90.0,49629500.0,0.0026
91.0,35254800.0,0.0026
92.0,24853200.0,0.0027
93.0,17295800.0,0.0028
94.0,11854100.0,0.0028
95.0,8039380.0,0.0029
96.0,5379430.0,0.003
97.0,3561630.0,0.0031
98.0,2326260.0,0.0032
99.0,1506120.0,0.0033
100.0,963411.0,0.0034
101.0,610102.0,0.0036
102.0,380066.0,0.0037
103.0,230174.0,0.0039
104.0,130877.0,0.0041
105.0,61210.3,0.0044
