Cells,Energy,Value,Error
2.0,0.1,13097.7,0.0052
2.0,1.0,727546.0,0.0043
2.0,5.0,296582.0,0.0047
2.0,10.0,154090.0,0.0052
2.0,20.0,212.382,0.083
2.0,total,1191530.0,0.0043
3.0,0.1,16131.9,0.0049
3.0,1.0,892907.0,0.0041
3.0,5.0,364197.0,0.0044
3.0,10.0,188899.0,0.0048
3.0,20.0,253.318,0.0731
3.0,total,1462390.0,0.0041
4.0,0.1,22692.9,0.0051
4.0,1.0,1260080.0,0.004
4.0,5.0,514459.0,0.0043
4.0,10.0,266058.0,0.0048
4.0,20.0,325.888,0.0832
4.0,total,2063610.0,0.004
5.0,0.1,34262.1,0.0046
5.0,1.0,1901750.0,0.0038
5.0,5.0,777132.0,0.0041
5.0,10.0,400102.0,0.0045
5.0,20.0,431.852,0.0782
5.0,total,3113680.0,0.0038
6.0,0.1,52775.4,0.0046
6.0,1.0,2928120.0,0.0037
6.0,5.0,1195730.0,0.004
6.0,10.0,615681.0,0.0044
6.0,20.0,719.417,0.0759
6.0,total,4793030.0,0.0037
7.0,0.1,81900.9,0.0042
7.0,1.0,4534310.0,0.0036
7.0,5.0,1858210.0,0.0038
7.0,10.0,951990.0,0.0041
7.0,20.0,1208.46,0.0677
7.0,total,7427620.0,0.0035
8.0,0.1,126414.0,0.0043
8.0,1.0,7001390.0,0.0035
8.0,5.0,2859250.0,0.0037
8.0,10.0,1458120.0,0.0041
8.0,20.0,2015.25,0.0675
8.0,total,11447200.0,0.0034
9.0,0.1,192914.0,0.0039
9.0,1.0,10707700.0,0.0033
9.0,5.0,4386440.0,0.0035
9.0,10.0,2223930.0,0.0038
9.0,20.0,2679.15,0.0628
9.0,total,17513600.0,0.0033
10.0,0.1,293435.0,0.004
10.0,1.0,16281200.0,0.0033
10.0,5.0,6675210.0,0.0035
10.0,10.0,3354760.0,0.0038
10.0,20.0,3926.18,0.0668
10.0,total,26608500.0,0.0032
11.0,0.1,440550.0,0.0037
11.0,1.0,24469000.0,0.0032
11.0,5.0,10052600.0,0.0033
11.0,10.0,5004120.0,0.0036
11.0,20.0,6845.86,0.0551
11.0,total,39973200.0,0.0031
12.0,0.1,652172.0,0.0038
12.0,1.0,36312000.0,0.0031
12.0,5.0,14940500.0,0.0033
12.0,10.0,7328430.0,0.0036
12.0,20.0,10357.2,0.0565
12.0,total,59243400.0,0.0031
13.0,0.1,950527.0,0.0035
13.0,1.0,53240300.0,0.003
13.0,5.0,22015100.0,0.0032
13.0,10.0,10565300.0,0.0035
13.0,20.0,16062.5,0.0498
13.0,total,86787300.0,0.003
14.0,0.1,1374420.0,0.0036
14.0,1.0,77166200.0,0.003
14.0,5.0,32069400.0,0.0032
14.0,10.0,14949700.0,0.0035
14.0,20.0,22072.4,0.0537
14.0,total,125582000.0,0.0029
15.0,0.1,1952800.0,0.0034
15.0,1.0,110355000.0,0.0029
15.0,5.0,46102100.0,0.0031
15.0,10.0,20734700.0,0.0033
15.0,20.0,29833.7,0.0485
15.0,total,179175000.0,0.0029
16.0,0.1,2731590.0,0.0035
16.0,1.0,155932000.0,0.0028
16.0,5.0,65451600.0,0.003
16.0,10.0,28075300.0,0.0034
16.0,20.0,45885.3,0.0531
16.0,total,252236000.0,0.0028
17.0,0.1,3768290.0,0.0033
17.0,1.0,218299000.0,0.0028
17.0,5.0,92376300.0,0.0029
17.0,10.0,36728200.0,0.0033
17.0,20.0,69743.4,0.0455
17.0,total,351242000.0,0.0027
18.0,0.1,5176640.0,0.0034
18.0,1.0,305487000.0,0.0027
18.0,5.0,131032000.0,0.0029
18.0,10.0,46877500.0,0.0034
18.0,20.0,99024.9,0.0477
18.0,total,488672000.0,0.0026
19.0,0.1,7133480.0,0.0031
19.0,1.0,431371000.0,0.0025
19.0,5.0,188716000.0,0.0027
19.0,10.0,58860500.0,0.0032
19.0,20.0,149550.0,0.0446
19.0,total,686231000.0,0.0025
20.0,0.1,10027100.0,0.0032
20.0,1.0,625585000.0,0.0024
20.0,5.0,282361000.0,0.0025
20.0,10.0,75170500.0,0.0033
20.0,20.0,193613.0,0.0498
20.0,total,993337000.0,0.0023
21.0,0.1,13689300.0,0.0028
21.0,1.0,868941000.0,0.0021
21.0,5.0,447529000.0,0.0022
21.0,10.0,106452000.0,0.0029
21.0,20.0,304308.0,0.0432
21.0,total,1436920000.0,0.0021
22.0,0.1,40175200.0,0.0091
22.0,1.0,814816000.0,0.0028
22.0,5.0,554034000.0,0.0026
22.0,10.0,130343000.0,0.0038
