Cor A,Value,Error
830.0,9.79793e-10,0.000184677
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,6.24648e-08,0.000215796
856.07,1.91254e-08,0.000249342
859.33,1.18755e-08,0.000276336
862.59,6.77036e-09,0.000288205
865.85,5.09835e-09,0.000287627
869.11,4.25027e-09,0.000299528
872.37,3.55283e-09,0.000315053
875.63,2.9787e-09,0.000332986
878.88,2.50435e-09,0.000352293
882.14,2.11437e-09,0.000373692
885.4,1.79434e-09,0.000397032
888.66,1.53294e-09,0.00042112
891.92,1.32337e-09,0.000447508
895.18,1.29186e-09,0.000444611
898.44,1.21079e-09,0.000433805
901.7,1.06203e-09,0.000436132
904.96,9.36216e-10,0.000441246
908.22,8.28261e-10,0.000448505
911.47,7.35783e-10,0.000457305
914.73,6.56669e-10,0.000467661
917.99,5.8925e-10,0.000479635
921.25,4.37191e-10,0.000491959
924.51,3.7406e-10,0.000500578
927.77,3.47321e-10,0.00050789
931.03,3.23145e-10,0.000516426
934.29,3.01264e-10,0.000526315
937.55,2.81754e-10,0.00053674
940.81,2.64268e-10,0.000546733
944.06,2.48755e-10,0.000558145
947.32,6.14149e-10,0.000530021
950.58,1.24492e-09,0.000516691
953.84,1.37569e-09,0.000538985
957.1,9.98555e-10,0.000562741
960.36,9.40763e-10,0.000528193
963.62,7.19433e-10,0.000521684
966.88,4.82179e-10,0.000521351
970.14,3.09365e-10,0.000525374
973.39,1.82662e-10,0.000532707
976.65,1.16781e-10,0.000541656
979.91,8.12929e-11,0.00055211
983.17,5.71397e-11,0.000564016
986.43,4.05107e-11,0.000576843
989.69,3.06819e-11,0.000590449
992.95,3.07802e-11,0.000607458
996.21,1.81122e-11,0.000631291
999.47,1.08659e-11,0.000659061
1002.73,5.83577e-12,0.00068813
1005.98,3.51952e-12,0.000715213
1009.24,2.42405e-12,0.000742203
1012.5,1.686e-12,0.00077016
1015.76,1.42508e-12,0.000802532
1019.02,8.88256e-13,0.000840312
1022.28,5.59341e-13,0.000883028
1025.54,9.24521e-14,0.000904669
1028.8,1.95952e-13,0.000927622
1032.06,1.95335e-13,0.000939642
1035.32,1.21006e-13,0.000948682
1038.57,3.64905e-14,0.000949546
1041.83,7.81552e-14,0.000962789
1045.09,4.48089e-14,0.000971817
1048.35,2.82908e-14,0.000975315
1051.61,1.21402e-14,0.00097161
1054.87,3.26891e-14,0.000975287
1058.13,2.07596e-14,0.000979218
1061.39,1.30368e-14,0.000996317
1064.65,7.75558e-15,0.00102488
1067.91,4.65863e-15,0.00106196
1071.16,2.81759e-15,0.00110516
1074.42,1.70744e-15,0.00114992
1077.68,9.54988e-16,0.00117669
1080.94,7.86372e-16,0.00117406
1084.2,3.53961e-16,0.00116738
