Cor A,Value,Error
830.0,2.26202e-07,0.000209885
833.26,3.6296e-07,0.000298594
836.52,3.63927e-07,0.000298873
839.78,3.65109e-07,0.0002997
843.04,3.66156e-07,0.000299573
846.29,3.67513e-07,0.000301593
849.55,3.69098e-07,0.000304537
852.81,3.40543e-07,0.000184077
856.07,2.31394e-07,0.000208877
859.33,1.77754e-07,0.000219183
862.59,1.43135e-07,0.000230793
865.85,1.20126e-07,0.000232163
869.11,1.00286e-07,0.000242701
872.37,8.36598e-08,0.000256817
875.63,6.99099e-08,0.000273535
878.88,5.85681e-08,0.000292409
882.14,4.92853e-08,0.000313021
885.4,4.16989e-08,0.000335473
888.66,3.54931e-08,0.000359698
891.92,3.03852e-08,0.000386791
895.18,2.55525e-08,0.000377303
898.44,2.1829e-08,0.000359322
901.7,1.9334e-08,0.00036829
904.96,1.72219e-08,0.000379345
908.22,1.53781e-08,0.000391279
911.47,1.376e-08,0.000403657
914.73,1.23498e-08,0.000416469
917.99,1.11282e-08,0.000429503
921.25,1.01576e-08,0.00044239
924.51,9.43689e-09,0.000448986
927.77,8.76805e-09,0.000456552
931.03,8.15323e-09,0.000464856
934.29,7.59358e-09,0.000473594
937.55,7.08893e-09,0.000482471
940.81,6.63202e-09,0.000491571
944.06,6.22224e-09,0.000500512
947.32,5.77567e-09,0.000494945
950.58,4.58339e-09,0.000479726
953.84,4.49194e-09,0.000497015
957.1,5.95982e-09,0.000516618
960.36,5.96785e-09,0.00050567
963.62,4.86225e-09,0.000504174
966.88,3.51577e-09,0.00050591
970.14,2.41009e-09,0.000510177
973.39,1.6212e-09,0.000516986
976.65,1.08709e-09,0.000526084
979.91,7.33096e-10,0.00053726
983.17,4.98994e-10,0.000549854
986.43,3.42664e-10,0.000563633
989.69,2.36763e-10,0.000577788
992.95,1.5212e-10,0.000594848
996.21,9.73443e-11,0.000615575
999.47,6.272e-11,0.000639505
1002.73,4.05566e-11,0.000666502
1005.98,2.60617e-11,0.000696313
1009.24,1.68125e-11,0.000727214
1012.5,1.09104e-11,0.000758642
1015.76,7.16693e-12,0.000789818
1019.02,4.78294e-12,0.000821091
1022.28,3.20186e-12,0.000855111
1025.54,2.41464e-12,0.000883075
1028.8,1.80609e-12,0.000902152
1032.06,1.36457e-12,0.000912725
1035.32,1.02605e-12,0.00092259
1038.57,7.40711e-13,0.000932384
1041.83,5.24078e-13,0.000942562
1045.09,4.14751e-13,0.000948289
1048.35,3.30322e-13,0.000952773
1051.61,2.49604e-13,0.000955473
1054.87,1.71524e-13,0.000958713
1058.13,1.01536e-13,0.000967409
1061.39,6.11024e-14,0.000985326
1064.65,3.71087e-14,0.00101192
1067.91,2.27027e-14,0.00104544
1071.16,1.39685e-14,0.00108392
1074.42,8.61567e-15,0.00112393
1077.68,5.37748e-15,0.00115355
1080.94,2.76289e-15,0.00116715
1084.2,1.23917e-15,0.00117206
