Cor A,Value,Error
830.0,2.93709e-13,0.000315557
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,1.95034e-13,0.000156313
856.07,2.1918e-09,0.000372813
859.33,4.62269e-09,0.000289167
862.59,2.8761e-09,0.00027882
865.85,2.38186e-09,0.000260083
869.11,2.05159e-09,0.000265857
872.37,1.74465e-09,0.00028126
875.63,1.46577e-09,0.000303074
878.88,1.22243e-09,0.000330116
882.14,1.0169e-09,0.000362268
885.4,8.48508e-10,0.000399906
888.66,7.18382e-10,0.00044866
891.92,6.33605e-10,0.000529684
895.18,2.60862e-10,0.000687489
898.44,1.34423e-15,0.000725506
901.7,1.18745e-15,0.000718275
904.96,1.05388e-15,0.000720279
908.22,9.38801e-16,0.000727049
911.47,8.37997e-16,0.000735705
914.73,7.49368e-16,0.000746081
917.99,6.7101e-16,0.000757984
921.25,5.67621e-16,0.000809186
924.51,5.08437e-16,0.000834713
927.77,4.66623e-16,0.000843922
931.03,4.2883e-16,0.000855062
934.29,3.9391e-16,0.000865979
937.55,3.62331e-16,0.000878844
940.81,3.33299e-16,0.00089182
944.06,3.06746e-16,0.000906335
947.32,7.53379e-16,0.000918578
950.58,1.26868e-15,0.000948377
953.84,7.48941e-16,0.00104729
957.1,2.35124e-16,0.00116977
960.36,1.23041e-16,0.00127328
963.62,8.23404e-17,0.0013749
966.88,5.50427e-17,0.00145893
970.14,3.70466e-17,0.00152882
973.39,2.24814e-17,0.0015848
976.65,1.49679e-17,0.00162498
979.91,1.1069e-17,0.00166082
983.17,8.18418e-18,0.00169592
986.43,6.04355e-18,0.00172943
989.69,4.78808e-18,0.00176367
992.95,5.52057e-18,0.00179949
996.21,3.5008e-18,0.00183615
999.47,2.21944e-18,0.00187319
1002.73,1.1991e-18,0.00190894
1005.98,7.40347e-19,0.00193436
1009.24,5.39805e-19,0.00195753
1012.5,3.95058e-19,0.00198434
1015.76,3.54635e-19,0.00201608
1019.02,2.24761e-19,0.00205132
1022.28,1.42279e-19,0.00208605
1025.54,7.63086e-21,0.00216522
1028.8,4.02467e-20,0.00213793
1032.06,4.01502e-20,0.00217486
1035.32,2.25415e-20,0.00221356
1038.57,3.97525e-21,0.00224034
1041.83,1.48741e-20,0.00224926
1045.09,7.1711e-21,0.00228803
1048.35,3.7405e-21,0.00232633
1051.61,1.06669e-21,0.00234356
1054.87,5.18954e-21,0.00235653
1058.13,3.67708e-21,0.00237429
1061.39,2.53284e-21,0.00239511
1064.65,1.62185e-21,0.00241822
1067.91,1.0375e-21,0.00244192
1071.16,6.63199e-22,0.00246749
1074.42,4.23633e-22,0.0024934
1077.68,2.47573e-22,0.00252016
1080.94,2.61528e-22,0.0025351
1084.2,1.50287e-22,0.00255432
