Cor A,Value,Error
830.0,4.23774e-07,0.000173204
833.26,6.43154e-07,0.000209741
836.52,6.40315e-07,0.000208544
839.78,6.38086e-07,0.000208719
843.04,6.36607e-07,0.000209069
846.29,6.35547e-07,0.000209463
849.55,6.35284e-07,0.000210944
852.81,5.79155e-07,0.000158676
856.07,4.52265e-07,0.000161929
859.33,3.4403e-07,0.00018022
862.59,2.8819e-07,0.000183436
865.85,2.4239e-07,0.000185261
869.11,2.01425e-07,0.000197644
872.37,1.65877e-07,0.000214615
875.63,1.35722e-07,0.000235099
878.88,1.10675e-07,0.000258648
882.14,9.02631e-08,0.000285405
885.4,7.39769e-08,0.000316335
888.66,6.139e-08,0.000354446
891.92,5.21903e-08,0.000407428
895.18,4.73831e-08,0.000458998
898.44,4.53995e-08,0.000450728
901.7,4.35773e-08,0.000450235
904.96,4.18908e-08,0.000451665
908.22,4.03029e-08,0.000454065
911.47,3.87946e-08,0.000457123
914.73,3.73569e-08,0.000460871
917.99,3.59786e-08,0.000465308
921.25,3.46634e-08,0.000467876
924.51,3.34288e-08,0.000468275
927.77,3.22569e-08,0.000469605
931.03,3.11272e-08,0.00047143
934.29,3.00304e-08,0.000473555
937.55,2.8959e-08,0.000476079
940.81,2.79178e-08,0.000478889
944.06,2.69027e-08,0.000482196
947.32,2.56338e-08,0.000482535
950.58,2.04703e-08,0.000476646
953.84,1.46599e-08,0.000480448
957.1,1.12979e-08,0.0004836
960.36,7.03503e-09,0.000489299
963.62,3.42264e-09,0.000512521
966.88,1.56886e-09,0.000551128
970.14,7.21278e-10,0.00061421
973.39,3.48927e-10,0.00071055
976.65,1.82014e-10,0.000838401
979.91,1.0295e-10,0.000981418
983.17,6.24975e-11,0.0011205
986.43,4.01453e-11,0.00124556
989.69,2.68026e-11,0.00135292
992.95,1.76027e-11,0.00144877
996.21,1.22225e-11,0.00152008
999.47,8.60169e-12,0.00157727
1002.73,6.03383e-12,0.00162717
1005.98,4.1793e-12,0.00167307
1009.24,2.86085e-12,0.00171637
1012.5,1.9413e-12,0.00175707
1015.76,1.30922e-12,0.0017951
1019.02,8.80447e-13,0.00183086
1022.28,5.90115e-13,0.00186483
1025.54,4.41094e-13,0.00189238
1028.8,2.89003e-13,0.00192851
1032.06,1.84522e-13,0.0019698
1035.32,1.26085e-13,0.00200913
1038.57,8.653e-14,0.00204821
1041.83,5.81461e-14,0.0020869
1045.09,4.24211e-14,0.00211806
1048.35,3.14209e-14,0.00215095
1051.61,2.28261e-14,0.00218756
1054.87,1.50556e-14,0.00222849
1058.13,1.07267e-14,0.00226227
1061.39,7.93688e-15,0.0022863
1064.65,5.78541e-15,0.00230621
1067.91,4.13989e-15,0.00232585
1071.16,2.92479e-15,0.00234567
1074.42,2.05768e-15,0.00236476
1077.68,1.44231e-15,0.0023828
1080.94,8.78803e-16,0.00239915
1084.2,4.60142e-16,0.00241164
