Cor A,Value,Error
830.0,4.68646e-10,0.000212865
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,2.22173e-08,0.000130436
856.07,6.17811e-08,0.000171072
859.33,4.46475e-08,0.000189841
862.59,3.20297e-08,0.000195985
865.85,2.56286e-08,0.000201943
869.11,2.07308e-08,0.000216733
872.37,1.67556e-08,0.000235381
875.63,1.35123e-08,0.000257285
878.88,1.08852e-08,0.000282369
882.14,8.77696e-09,0.000310862
885.4,7.1056e-09,0.00034325
888.66,5.81945e-09,0.000381844
891.92,4.90861e-09,0.000436849
895.18,1.97109e-09,0.000533101
898.44,7.32531e-11,0.000598507
901.7,6.58912e-11,0.000596421
904.96,5.95256e-11,0.000598162
908.22,5.39472e-11,0.000601537
911.47,4.90112e-11,0.000605331
914.73,4.46181e-11,0.000609567
917.99,4.06989e-11,0.000614026
921.25,3.39092e-11,0.000629085
924.51,3.0463e-11,0.000637044
927.77,2.8387e-11,0.000638752
931.03,2.64816e-11,0.00064166
934.29,2.47099e-11,0.000644477
937.55,2.30736e-11,0.000648379
940.81,2.15581e-11,0.000652007
944.06,2.01493e-11,0.00065587
947.32,5.04509e-11,0.000656877
950.58,8.99111e-11,0.000661164
953.84,5.78546e-11,0.000680918
957.1,1.888e-10,0.000551877
960.36,1.14498e-10,0.000618272
963.62,5.88482e-11,0.000752693
966.88,3.29834e-11,0.000906091
970.14,1.98514e-11,0.00105611
973.39,1.30534e-11,0.00119029
976.65,8.63132e-12,0.00130772
979.91,5.68083e-12,0.00140843
983.17,3.80673e-12,0.00149366
986.43,2.58755e-12,0.00156667
989.69,1.74197e-12,0.00163028
992.95,8.88449e-13,0.00169995
996.21,6.47116e-13,0.0017306
999.47,4.64219e-13,0.00176313
1002.73,3.64691e-13,0.00179186
1005.98,2.58391e-13,0.00182964
1009.24,1.67705e-13,0.00187309
1012.5,1.07992e-13,0.00191563
1015.76,5.85857e-14,0.00196521
1019.02,4.21605e-14,0.00198813
1022.28,2.96644e-14,0.00201517
1025.54,3.30197e-14,0.00203212
1028.8,1.77068e-14,0.00208833
1032.06,1.11216e-14,0.00212556
1035.32,8.61644e-15,0.00215249
1038.57,7.59646e-15,0.00217686
1041.83,3.66035e-15,0.00222868
1045.09,3.09609e-15,0.00224587
1048.35,2.41009e-15,0.00227276
1051.61,1.96701e-15,0.00229892
1054.87,8.58663e-16,0.00234688
1058.13,5.49624e-16,0.00237115
1061.39,3.48763e-16,0.00239433
1064.65,2.39009e-16,0.00241082
1067.91,1.631e-16,0.00242818
1071.16,1.11006e-16,0.00244613
1074.42,7.57048e-17,0.0024634
1077.68,5.79889e-17,0.00247551
1080.94,1.21003e-17,0.00260876
1084.2,6.98746e-18,0.0026298
