Time,Value,Error,abs_error
D1.0,7813.78,0.0002,1.562756
D2.0,6870.17,0.0002,1.374034
D3.0,2570.04,0.0002,0.514008
D4.0,0.0201137,0.0002,4.022740000000001e-06
D5.0,2.54223e-11,0.0002,5.0844600000000006e-15
D6.0,0.0,0.0,0.0
