Time,Value,Error,abs_error
D1.0,37.8219,0.0007,0.02647533
D2.0,36.555,0.0007,0.0255885
D3.0,28.1775,0.0007,0.01972425
D4.0,1.25344,0.0007,0.0008774080000000001
D5.0,0.0055273,0.0007,3.86911e-06
D6.0,0.0,0.0,0.0
