Time,Value,Error,abs_error
D1.0,0.000308513,0.0138,4.2574794e-06
D2.0,0.000307807,0.0138,4.2477366e-06
D3.0,0.000302469,0.0138,4.1740721999999995e-06
D4.0,0.000245369,0.0138,3.3860922e-06
D5.0,0.000170408,0.0138,2.3516304000000002e-06
D6.0,1.45024e-35,0.0138,2.0013312e-37
