Time,Value,Error,abs_error
D1.0,0.000202271,0.2523,5.1032973300000005e-05
D2.0,0.000198566,0.2523,5.009820180000001e-05
D3.0,0.000172407,0.2523,4.34982861e-05
D4.0,3.18364e-05,0.2523,8.03232372e-06
D5.0,1.67699e-06,0.2523,4.23104577e-07
D6.0,0.0,0.0,0.0
