Time,Value,Error,abs_error
D1.0,3.40106,0.0037,0.012583922
D2.0,3.40092,0.0037,0.012583404000000001
D3.0,3.39984,0.0037,0.012579408000000002
D4.0,3.38692,0.0037,0.012531604
D5.0,3.36452,0.0037,0.012448724000000001
D6.0,0.915287,0.0037,0.0033865619
