Time,Value,Error,abs_error
D1.0,701.656,0.0004,0.2806624
D2.0,600.428,0.0004,0.2401712
D3.0,182.606,0.0004,0.07304240000000001
D4.0,0.000120175,0.0004,4.807e-08
D5.0,2.03167e-15,0.0004,8.126680000000001e-19
D6.0,0.0,0.0,0.0
