Time,Value,Error,abs_error
D1.0,6.0846,0.005,0.030423000000000002
D2.0,6.07364,0.005,0.0303682
D3.0,5.99055,0.005,0.02995275
D4.0,5.08076,0.005,0.0254038
D5.0,3.81303,0.005,0.01906515
D6.0,1.3143e-24,0.005,6.5715e-27
