Time,Value,Error,abs_error
D1.0,91851.3,0.0001,9.185130000000001
D2.0,3.67367e-09,0.0001,3.67367e-13
D3.0,0.0,0.0,0.0
D4.0,0.0,0.0,0.0
D5.0,0.0,0.0,0.0
D6.0,0.0,0.0,0.0
