Time,Value,Error,abs_error
D1.0,9.69244e-05,0.0197,1.9094106799999997e-06
D2.0,9.67027e-05,0.0197,1.90504319e-06
D3.0,9.50255e-05,0.0197,1.8720023499999999e-06
D4.0,7.70867e-05,0.0197,1.5186079899999997e-06
D5.0,5.35365e-05,0.0197,1.05466905e-06
D6.0,4.55618e-36,0.0197,8.9756746e-38
