Time,Value,Error,abs_error
D1.0,4650.49,0.0001,0.465049
D2.0,4650.37,0.0001,0.46503700000000003
D3.0,4649.46,0.0001,0.464946
D4.0,4638.62,0.0001,0.463862
D5.0,4619.78,0.0001,0.461978
D6.0,2078.89,0.0001,0.207889
