Time,Value,Error,abs_error
D1.0,0.0740212,0.0046,0.00034049751999999997
D2.0,0.0739722,0.0046,0.00034027212
D3.0,0.0735984,0.0046,0.00033855264
D4.0,0.0692721,0.0046,0.00031865166
D5.0,0.0623321,0.0046,0.00028672766
D6.0,6.28008e-11,0.0046,2.8888368e-13
