Time,Value,Error,abs_error
D1.0,0.950922,0.001,0.0009509220000000001
D2.0,0.909906,0.001,0.000909906
D3.0,0.649689,0.001,0.000649689
D4.0,0.0115702,0.001,1.15702e-05
D5.0,1.03507e-05,0.001,1.0350700000000001e-08
D6.0,0.0,0.0,0.0
