Time,Value,Error,abs_error
D1.0,2646.86,0.0001,0.26468600000000003
D2.0,2569.38,0.0001,0.256938
D3.0,2047.62,0.0001,0.204762
D4.0,135.657,0.0001,0.013565700000000002
D5.0,1.19757,0.0001,0.00011975700000000001
D6.0,0.0,0.0,0.0
