Time,Value,Error,abs_error
D1.0,1939.72,0.0002,0.387944
D2.0,1937.29,0.0002,0.387458
D3.0,1918.83,0.0002,0.383766
D4.0,1711.28,0.0002,0.342256
D5.0,1401.81,0.0002,0.280362
D6.0,1.40073e-14,0.0002,2.8014600000000003e-18
