Time,Value,Error,abs_error
D1.0,177.618,0.0011,0.19537980000000002
D2.0,176.819,0.0011,0.1945009
D3.0,170.827,0.0011,0.1879097
D4.0,113.119,0.0011,0.12443090000000001
D5.0,55.1538,0.0011,0.06066918
D6.0,3.34258e-60,0.0011,3.676838e-63
