User,Time,Value,Error,abs_error
0.0,D1.0,0.0,0.0,0.0
0.0,D2.0,0.0,0.0,0.0
0.0,D3.0,0.0,0.0,0.0
0.0,D4.0,0.0,0.0,0.0
0.0,D5.0,0.0,0.0,0.0
0.0,D6.0,0.0,0.0,0.0
-12024.0,D1.0,12.945,0.0003,0.0038835
-12024.0,D2.0,11.3817,0.0003,0.00341451
-12024.0,D3.0,4.25774,0.0003,0.001277322
-12024.0,D4.0,3.3322e-05,0.0003,9.996599999999998e-09
-12024.0,D5.0,4.21167e-14,0.0003,1.2635009999999999e-17
-12024.0,D6.0,0.0,0.0,0.0
-12025.0,D1.0,0.0048426,0.0153,7.409177999999999e-05
-12025.0,D2.0,0.0042578,0.0153,6.514434e-05
-12025.0,D3.0,0.00159278,0.0153,2.4369534e-05
-12025.0,D4.0,1.24655e-08,0.0153,1.9072215e-10
-12025.0,D5.0,1.57555e-17,0.0153,2.4105915e-19
-12025.0,D6.0,0.0,0.0,0.0
-13027.0,D1.0,26.4497,0.0002,0.00528994
-13027.0,D2.0,15.2606,0.0002,0.00305212
-13027.0,D3.0,5.70878,0.0002,0.001141756
-13027.0,D4.0,4.47156e-05,0.0002,8.943120000000001e-09
-13027.0,D5.0,3.74351e-08,0.0107,4.0055557e-10
-13027.0,D6.0,3.74347e-08,0.0107,4.0055129e-10
-14028.0,D1.0,110.762,0.0003,0.0332286
-14028.0,D2.0,4.53432e-21,0.0003,1.3602959999999999e-24
-14028.0,D3.0,0.0,0.0,0.0
-14028.0,D4.0,0.0,0.0,0.0
-14028.0,D5.0,0.0,0.0,0.0
-14028.0,D6.0,0.0,0.0,0.0
-14030.0,D1.0,5.31772e-06,0.0221,1.17521612e-07
-14030.0,D2.0,2.55013e-06,0.0221,5.6357873000000003e-08
-14030.0,D3.0,9.29303e-09,0.0221,2.0537596300000002e-10
-14030.0,D4.0,6.44799e-38,0.0221,1.4250057900000002e-39
-14030.0,D5.0,9.96948e-89,0.0221,2.2032550800000003e-90
-14030.0,D6.0,0.0,0.0,0.0
-17037.0,D1.0,0.00565665,0.0032,1.810128e-05
-17037.0,D2.0,0.000253557,0.0032,8.113824000000001e-07
-17037.0,D3.0,1.26373e-14,0.0032,4.043936e-17
-17037.0,D4.0,0.0,0.0,0.0
-17037.0,D5.0,0.0,0.0,0.0
-17037.0,D6.0,0.0,0.0,0.0
-20040.0,D1.0,2.31194e-07,0.0942,2.17784748e-08
-20040.0,D2.0,2.30665e-07,0.0942,2.1728643e-08
-20040.0,D3.0,2.26664e-07,0.0942,2.13517488e-08
-20040.0,D4.0,1.83875e-07,0.0942,1.7321025e-08
-20040.0,D5.0,1.27701e-07,0.0942,1.2029434200000002e-08
-20040.0,D6.0,1.08679e-38,0.0942,1.0237561800000002e-39
-20042.0,D1.0,0.0110695,0.0071,7.859345e-05
-20042.0,D2.0,0.00947252,0.0071,6.7254892e-05
-20042.0,D3.0,0.00288084,0.0071,2.0453964000000003e-05
-20042.0,D4.0,1.89592e-09,0.0071,1.3461031999999999e-11
-20042.0,D5.0,3.20522e-20,0.0071,2.2757062e-22
-20042.0,D6.0,0.0,0.0,0.0
-20043.0,D1.0,0.00103433,0.014,1.448062e-05
-20043.0,D2.0,0.000948125,0.014,1.327375e-05
-20043.0,D3.0,0.000487943,0.014,6.831202e-06
-20043.0,D4.0,1.76249e-07,0.014,2.467486e-09
-20043.0,D5.0,1.7768e-13,0.014,2.4875200000000002e-15
-20043.0,D6.0,0.0,0.0,0.0
-20044.0,D1.0,1.36727e-05,0.1547,2.11516669e-06
-20044.0,D2.0,1.25368e-05,0.1547,1.93944296e-06
-20044.0,D3.0,6.46273e-06,0.1547,9.997843310000002e-07
-20044.0,D4.0,2.34001e-09,0.1547,3.61999547e-10
-20044.0,D5.0,2.35903e-15,0.1547,3.64941941e-16
-20044.0,D6.0,0.0,0.0,0.0
-20046.0,D1.0,3.40563e-05,0.0049,1.6687587e-07
-20046.0,D2.0,3.34594e-05,0.0049,1.6395106e-07
-20046.0,D3.0,2.92318e-05,0.0049,1.4323582e-07
-20046.0,D4.0,5.81252e-06,0.0049,2.8481348e-08
-20046.0,D5.0,3.48317e-07,0.0049,1.7067533e-09
-20046.0,D6.0,0.0,0.0,0.0
-20048.0,D1.0,0.00753079,0.0084,6.325863599999999e-05
-20048.0,D2.0,0.00739881,0.0084,6.215000399999999e-05
-20048.0,D3.0,0.00646397,0.0084,5.4297348e-05
-20048.0,D4.0,0.00128531,0.0084,1.0796604e-05
-20048.0,D5.0,7.70226e-05,0.0084,6.469898399999999e-07
-20048.0,D6.0,0.0,0.0,0.0
-26054.0,D1.0,0.531977,0.0005,0.0002659885
-26054.0,D2.0,0.531837,0.0005,0.00026591850000000003
-26054.0,D3.0,0.530776,0.0005,0.00026538800000000003
-26054.0,D4.0,0.518277,0.0005,0.0002591385
-26054.0,D5.0,0.497279,0.0005,0.0002486395
-26054.0,D6.0,0.000161935,0.0005,8.09675e-08
-26056.0,D1.0,4.87553,0.0004,0.0019502120000000002
-26056.0,D2.0,2.31319,0.0004,0.000925276
-26056.0,D3.0,0.00776834,0.0004,3.1073360000000004e-06
-26056.0,D4.0,4.35676e-07,0.1084,4.72272784e-08
-26056.0,D5.0,4.30141e-07,0.1084,4.6627284399999996e-08
-26056.0,D6.0,3.49936e-08,0.1084,3.79330624e-09
-26057.0,D1.0,0.000808597,0.0385,3.11309845e-05
-26057.0,D2.0,0.000383638,0.0385,1.4770063e-05
-26057.0,D3.0,1.28829e-06,0.0385,4.9599164999999996e-08
-26057.0,D4.0,3.36307e-36,0.0385,1.2947819499999998e-37
-26057.0,D5.0,9.46649e-88,0.0385,3.64459865e-89
-26057.0,D6.0,0.0,0.0,0.0
-26058.0,D1.0,0.00367406,0.0013,4.776277999999999e-06
-26058.0,D2.0,0.00366744,0.0013,4.767672e-06
-26058.0,D3.0,0.00361726,0.0013,4.702438e-06
-26058.0,D4.0,0.00306791,0.0013,3.988283e-06
-26058.0,D5.0,0.00230241,0.0013,2.9931329999999996e-06
-26058.0,D6.0,7.93611e-28,0.0013,1.0316942999999999e-30
-8016.0,D1.0,344.155,0.0003,0.10324649999999998
-8016.0,D2.0,0.0,0.0,0.0
-8016.0,D3.0,0.0,0.0,0.0
-8016.0,D4.0,0.0,0.0,0.0
-8016.0,D5.0,0.0,0.0,0.0
-8016.0,D6.0,0.0,0.0,0.0
-9019.0,D1.0,0.00104827,0.0218,2.2852286e-05
-9019.0,D2.0,0.000365729,0.0218,7.972892200000001e-06
-9019.0,D3.0,1.17299e-07,0.0218,2.5571182e-09
-9019.0,D4.0,1.94654e-49,0.0218,4.2434572000000005e-51
-9019.0,D5.0,0.0,0.0,0.0
-9019.0,D6.0,0.0,0.0,0.0
