Time,Value,Error,abs_error
D1.0,132373.0,0.0001,13.237300000000001
D2.0,5.41901e-18,0.0001,5.41901e-22
D3.0,0.0,0.0,0.0
D4.0,0.0,0.0,0.0
D5.0,0.0,0.0,0.0
D6.0,0.0,0.0,0.0
