Time,Value,Error,abs_error
D1.0,15430.5,0.0001,1.54305
D2.0,15410.0,0.0001,1.5410000000000001
D3.0,15253.8,0.0001,1.52538
D4.0,13504.8,0.0001,1.35048
D5.0,10922.6,0.0001,1.09226
D6.0,8.96545e-15,0.0001,8.965450000000002e-19
