Time,Value,Error,abs_error
D1.0,7.36796,0.0021,0.015472716
D2.0,7.32463,0.0021,0.015381722999999998
D3.0,7.00185,0.0021,0.014703885
D4.0,4.08467,0.0021,0.008577807
D5.0,1.59699,0.0021,0.0033536789999999996
D6.0,1.47027e-80,0.0021,3.087567e-83
