Time,Value,Error,abs_error
D1.0,1.9366,0.0004,0.00077464
D2.0,1.92521,0.0004,0.0007700840000000001
D3.0,1.84037,0.0004,0.000736148
D4.0,1.07362,0.0004,0.000429448
D5.0,0.419753,0.0004,0.0001679012
D6.0,3.86447e-81,0.0004,1.545788e-84
