Time,Value,Error,abs_error
D1.0,5.19772e-07,0.0024,1.2474527999999997e-09
D2.0,5.19772e-07,0.0024,1.2474527999999997e-09
D3.0,5.19772e-07,0.0024,1.2474527999999997e-09
D4.0,5.19772e-07,0.0024,1.2474527999999997e-09
D5.0,5.19772e-07,0.0024,1.2474527999999997e-09
D6.0,5.19772e-07,0.0024,1.2474527999999997e-09
