Time,Value,Error,abs_error
D1.0,158.399,0.0002,0.0316798
D2.0,158.348,0.0002,0.031669600000000006
D3.0,157.96,0.0002,0.031592
D4.0,153.392,0.0002,0.0306784
D5.0,145.745,0.0002,0.029149
D6.0,0.00639214,0.0002,1.278428e-06
