Time,Value,Error,abs_error
D1.0,0.000195113,1.0,0.000195113
D2.0,0.000195063,1.0,0.000195063
D3.0,0.00019468,1.0,0.00019468
D4.0,0.000190163,1.0,0.000190163
D5.0,0.000182539,1.0,0.000182539
D6.0,5.94916e-08,1.0,5.94916e-08
