Time,Value,Error,abs_error
D1.0,46.8868,0.0012,0.056264159999999994
D2.0,46.8747,0.0012,0.05624963999999999
D3.0,46.7828,0.0012,0.05613936
D4.0,45.6971,0.0012,0.05483651999999999
D5.0,43.8652,0.0012,0.052638239999999996
D6.0,0.0142962,0.0012,1.7155439999999998e-05
