Time,Value,Error,abs_error
D1.0,26864.4,0.0001,2.68644
D2.0,23620.2,0.0001,2.3620200000000002
D3.0,8835.99,0.0001,0.883599
D4.0,0.0691523,0.0001,6.915230000000001e-06
D5.0,8.74037e-11,0.0001,8.74037e-15
D6.0,0.0,0.0,0.0
