Energy,Time,Value,Error
0.01,F1.0,7.25363e-13,0.136
0.01,F2.0,2.16339e-13,0.0333
0.01,F3.0,1.32421e-13,0.0508
0.01,F4.0,3.22852e-14,0.1905
0.01,F5.0,2.89948e-14,0.1909
0.01,F6.0,6.49869e-19,0.9809
0.02,F1.0,6.1162e-17,0.4577
0.02,F2.0,5.64185e-17,0.4577
0.02,F3.0,3.0448e-17,0.4577
0.02,F4.0,1.90732e-20,0.4577
0.02,F5.0,4.99777e-26,0.4577
0.02,F6.0,0.0,0.0
0.05,F1.0,6.21794e-13,0.1149
0.05,F2.0,3.6205e-14,0.052
0.05,F3.0,2.01758e-14,0.0551
0.05,F4.0,1.32138e-15,0.3856
0.05,F5.0,1.17834e-15,0.3891
0.05,F6.0,1.18109e-24,0.3911
0.1,F1.0,6.51815e-11,0.016
0.1,F2.0,2.42865e-11,0.0024
0.1,F3.0,1.38452e-11,0.0035
0.1,F4.0,1.52523e-12,0.0268
0.1,F5.0,1.36495e-12,0.027
0.1,F6.0,1.5011e-16,0.1118
0.2,F1.0,1.7357e-11,0.0184
0.2,F2.0,8.09174e-12,0.0032
0.2,F3.0,4.38914e-12,0.0032
0.2,F4.0,4.72784e-14,0.0354
0.2,F5.0,3.99486e-14,0.0377
0.2,F6.0,3.17806e-17,0.2057
0.3,F1.0,4.26024e-11,0.0026
0.3,F2.0,2.99449e-11,0.0013
0.3,F3.0,1.62702e-11,0.0013
0.3,F4.0,2.35545e-13,0.0136
0.3,F5.0,2.0276e-13,0.0142
0.3,F6.0,3.38769e-16,0.0972
0.4,F1.0,9.01337e-11,0.0014
0.4,F2.0,6.33588e-11,0.0009
0.4,F3.0,3.44238e-11,0.0009
0.4,F4.0,4.9437e-13,0.0095
0.4,F5.0,4.2499e-13,0.0099
0.4,F6.0,8.31937e-16,0.0721
0.6,F1.0,6.06511e-10,0.0006
0.6,F2.0,4.33758e-10,0.0004
0.6,F3.0,2.35514e-10,0.0004
0.6,F4.0,3.07745e-12,0.0044
0.6,F5.0,2.63572e-12,0.0046
0.6,F6.0,3.36551e-15,0.0436
0.8,F1.0,9.43033e-10,0.0005
0.8,F2.0,6.40986e-10,0.0003
0.8,F3.0,3.4853e-10,0.0003
0.8,F4.0,5.55976e-12,0.0027
