Time,Value,Error,abs_error
D1.0,5.97859e-08,0.0158,9.4461722e-10
D2.0,5.97859e-08,0.0158,9.4461722e-10
D3.0,5.97859e-08,0.0158,9.4461722e-10
D4.0,5.97859e-08,0.0158,9.4461722e-10
D5.0,5.97859e-08,0.0158,9.4461722e-10
D6.0,5.97859e-08,0.0158,9.4461722e-10
