Time,Value,Error,abs_error
D1.0,0.347833,0.002,0.0006956660000000001
D2.0,0.33283,0.002,0.00066566
D3.0,0.237646,0.002,0.000475292
D4.0,0.0042322,0.002,8.4644e-06
D5.0,3.78615e-06,0.002,7.572300000000001e-09
D6.0,0.0,0.0,0.0
