User,Time,Value,Error,abs_error
0.0,D1.0,0.0,0.0,0.0
0.0,D2.0,0.0,0.0,0.0
0.0,D3.0,0.0,0.0,0.0
0.0,D4.0,0.0,0.0,0.0
0.0,D5.0,0.0,0.0,0.0
0.0,D6.0,0.0,0.0,0.0
-11023.0,D1.0,1541.13,0.0,0.0
-11023.0,D2.0,1355.02,0.0,0.0
-11023.0,D3.0,506.916,0.0,0.0
-11023.0,D4.0,0.0365671,0.0178,0.00065089438
-11023.0,D5.0,0.0321651,0.0199,0.0006400854900000001
-11023.0,D6.0,0.00230359,0.0199,4.5841441000000003e-05
-12024.0,D1.0,62.5879,0.0008,0.05007032
-12024.0,D2.0,55.0296,0.0008,0.04402368
-12024.0,D3.0,20.5858,0.0008,0.01646864
-12024.0,D4.0,0.000161109,0.0008,1.288872e-07
-12024.0,D5.0,2.03631e-13,0.0008,1.6290480000000002e-16
-12024.0,D6.0,0.0,0.0,0.0
-12025.0,D1.0,0.0276577,0.0423,0.0011699207099999998
-12025.0,D2.0,0.0243177,0.0423,0.0010286387099999999
-12025.0,D3.0,0.00909692,0.0423,0.00038479971599999997
-12025.0,D4.0,7.11944e-08,0.0423,3.01152312e-09
-12025.0,D5.0,8.99848e-17,0.0423,3.80635704e-18
-12025.0,D6.0,0.0,0.0,0.0
-13027.0,D1.0,14407.2,0.0,0.0
-13027.0,D2.0,111.473,0.0006,0.0668838
-13027.0,D3.0,41.7005,0.0006,0.025020299999999995
-13027.0,D4.0,0.00032671,0.0006,1.9602599999999998e-07
-13027.0,D5.0,3.52891e-07,0.0231,8.151782099999999e-09
-13027.0,D6.0,3.52887e-07,0.0231,8.1516897e-09
-14028.0,D1.0,16710.8,0.0002,3.34216
-14028.0,D2.0,6.84094e-19,0.0002,1.368188e-22
-14028.0,D3.0,0.0,0.0,0.0
-14028.0,D4.0,0.0,0.0,0.0
-14028.0,D5.0,0.0,0.0,0.0
-14028.0,D6.0,0.0,0.0,0.0
-14030.0,D1.0,0.107851,0.0031,0.0003343381
-14030.0,D2.0,0.0517203,0.0031,0.00016033292999999998
-14030.0,D3.0,0.000188476,0.0031,5.842756e-07
-14030.0,D4.0,1.30774e-33,0.0031,4.053994e-36
-14030.0,D5.0,2.02195e-84,0.0031,6.268045e-87
-14030.0,D6.0,0.0,0.0,0.0
-15031.0,D1.0,11.5534,0.0053,0.06123302
-15031.0,D2.0,4.72967e-22,0.0053,2.5067251e-24
-15031.0,D3.0,0.0,0.0,0.0
-15031.0,D4.0,0.0,0.0,0.0
-15031.0,D5.0,0.0,0.0,0.0
-15031.0,D6.0,0.0,0.0,0.0
-17037.0,D1.0,6.51202,0.0006,0.003907211999999999
-17037.0,D2.0,0.291898,0.0006,0.00017513879999999998
-17037.0,D3.0,1.45483e-11,0.0006,8.72898e-15
-17037.0,D4.0,0.0,0.0,0.0
-17037.0,D5.0,0.0,0.0,0.0
-17037.0,D6.0,0.0,0.0,0.0
-19041.0,D1.0,15.1221,0.0002,0.00302442
-19041.0,D2.0,12.9404,0.0002,0.00258808
-19041.0,D3.0,3.93552,0.0002,0.0007871040000000001
-19041.0,D4.0,2.59002e-06,0.0002,5.18004e-10
-19041.0,D5.0,4.37865e-17,0.0002,8.7573e-21
-19041.0,D6.0,0.0,0.0,0.0
-20040.0,D1.0,1.82154e-05,0.094,1.7122475999999998e-06
-20040.0,D2.0,1.81737e-05,0.094,1.7083277999999999e-06
-20040.0,D3.0,1.78585e-05,0.094,1.6786989999999999e-06
-20040.0,D4.0,1.44872e-05,0.094,1.3617968e-06
-20040.0,D5.0,1.00613e-05,0.094,9.457622e-07
-20040.0,D6.0,8.56259e-37,0.094,8.0488346e-38
-20042.0,D1.0,1.3656,0.0044,0.00600864
-20042.0,D2.0,1.16858,0.0044,0.005141752
-20042.0,D3.0,0.355397,0.0044,0.0015637468000000002
-20042.0,D4.0,2.33891e-07,0.0044,1.0291204000000002e-09
-20042.0,D5.0,3.95414e-18,0.0044,1.7398216000000003e-20
-20042.0,D6.0,0.0,0.0,0.0
-20043.0,D1.0,0.150194,0.0082,0.0012315908000000001
-20043.0,D2.0,0.13767,0.0082,0.001128894
-20043.0,D3.0,0.0708313,0.0082,0.00058081666
-20043.0,D4.0,2.55748e-05,0.0082,2.0971336000000003e-07
-20043.0,D5.0,2.57825e-11,0.0082,2.1141650000000002e-13
-20043.0,D6.0,0.0,0.0,0.0
-20044.0,D1.0,0.00220739,0.0813,0.000179460807
-20044.0,D2.0,0.00202401,0.0813,0.000164552013
-20044.0,D3.0,0.00104338,0.0813,8.4826794e-05
-20044.0,D4.0,3.77783e-07,0.0813,3.07137579e-08
-20044.0,D5.0,3.80853e-13,0.0813,3.09633489e-14
-20044.0,D6.0,0.0,0.0,0.0
-20046.0,D1.0,0.775976,0.0009,0.0006983784
-20046.0,D2.0,0.762377,0.0009,0.0006861393
-20046.0,D3.0,0.666051,0.0009,0.0005994459
-20046.0,D4.0,0.132439,0.0009,0.00011919509999999999
-20046.0,D5.0,0.00793645,0.0009,7.142804999999999e-06
-20046.0,D6.0,0.0,0.0,0.0
-20048.0,D1.0,1.08226,0.0048,0.005194847999999999
-20048.0,D2.0,1.06329,0.0048,0.005103792
-20048.0,D3.0,0.928945,0.0048,0.004458935999999999
-20048.0,D4.0,0.184713,0.0048,0.0008866223999999999
-20048.0,D5.0,0.011069,0.0048,5.31312e-05
-20048.0,D6.0,0.0,0.0,0.0
-21045.0,D1.0,7.98738,0.0003,0.002396214
-21045.0,D2.0,7.97974,0.0003,0.0023939219999999997
-21045.0,D3.0,7.92158,0.0003,0.0023764739999999995
-21045.0,D4.0,7.25806,0.0003,0.002177418
-21045.0,D5.0,6.23189,0.0003,0.0018695669999999997
-21045.0,D6.0,6.36121e-13,0.0003,1.9083629999999999e-16
-22046.0,D1.0,0.269931,0.0068,0.0018355307999999998
-22046.0,D2.0,0.269651,0.0068,0.0018336267999999997
-22046.0,D3.0,0.267661,0.0068,0.0018200947999999998
-22046.0,D4.0,0.245241,0.0068,0.0016676387999999998
-22046.0,D5.0,0.210568,0.0068,0.0014318624
-22046.0,D6.0,2.14938e-14,0.0068,1.4615783999999999e-16
-22047.0,D1.0,0.00501151,0.0398,0.00019945809800000003
-22047.0,D2.0,0.00492999,0.0403,0.00019867859700000004
-22047.0,D3.0,0.0043665,0.0441,0.00019256265
-22047.0,D4.0,0.00179098,0.0928,0.00016620294399999997
-22047.0,D5.0,0.00127972,0.1114,0.00014256080800000001
-22047.0,D6.0,1.29931e-16,0.112,1.4552272e-17
-22048.0,D1.0,0.49467,0.0064,0.003165888
-22048.0,D2.0,0.473335,0.0064,0.0030293440000000002
-22048.0,D3.0,0.337974,0.0064,0.0021630336
-22048.0,D4.0,0.00602193,0.0064,3.8540352e-05
-22048.0,D5.0,5.46354e-06,0.008,4.370832e-08
-22048.0,D6.0,0.0,0.0,0.0
-22049.0,D1.0,2.11551e-05,0.5791,1.2250918409999999e-05
-22049.0,D2.0,2.02426e-05,0.5791,1.172248966e-05
-22049.0,D3.0,1.44536e-05,0.5791,8.370079759999999e-06
-22049.0,D4.0,2.57401e-07,0.5791,1.4906091909999998e-07
-22049.0,D5.0,2.30272e-10,0.5791,1.3335051519999997e-10
-22049.0,D6.0,0.0,0.0,0.0
-23051.0,D1.0,134.182,0.0002,0.0268364
-23051.0,D2.0,0.00236427,0.0897,0.000212075019
-23051.0,D3.0,0.00168813,0.0897,0.000151425261
-23051.0,D4.0,3.00636e-05,0.0897,2.69670492e-06
-23051.0,D5.0,2.68951e-08,0.0897,2.41249047e-09
-23051.0,D6.0,0.0,0.0,0.0
-24050.0,D1.0,0.0149074,0.0036,5.3666639999999995e-05
-24050.0,D2.0,0.0148643,0.0036,5.351148e-05
-24050.0,D3.0,0.014539,0.0036,5.23404e-05
-24050.0,D4.0,0.0111591,0.0036,4.017276e-05
-24050.0,D5.0,0.00703721,0.0036,2.5333956e-05
-24050.0,D6.0,3.59187e-42,0.0036,1.2930732e-44
-24052.0,D1.0,0.122726,0.044,0.005399943999999999
-24052.0,D2.0,1.35668e-05,0.7586,1.0291774480000001e-05
-24052.0,D3.0,1.32699e-05,0.7586,1.0066546140000001e-05
-24052.0,D4.0,1.0185e-05,0.7586,7.726341e-06
-24052.0,D5.0,6.42295e-06,0.7586,4.87244987e-06
-24052.0,D6.0,3.27834e-45,0.7586,2.486948724e-45
-24053.0,D1.0,0.00619516,0.2373,0.001470111468
-24053.0,D2.0,6.64527e-34,0.2373,1.576922571e-34
-24053.0,D3.0,0.0,0.0,0.0
-24053.0,D4.0,0.0,0.0,0.0
-24053.0,D5.0,0.0,0.0,0.0
-24053.0,D6.0,0.0,0.0,0.0
-24054.0,D1.0,0.000598419,0.7168,0.00042894673919999997
-24054.0,D2.0,2.10481e-64,0.7168,1.508727808e-64
-24054.0,D3.0,0.0,0.0,0.0
-24054.0,D4.0,0.0,0.0,0.0
-24054.0,D5.0,0.0,0.0,0.0
-24054.0,D6.0,0.0,0.0,0.0
-25055.0,D1.0,124.764,0.0001,0.0124764
-25055.0,D2.0,59.1694,0.0001,0.005916940000000001
-25055.0,D3.0,0.218707,0.0024,0.0005248968
-25055.0,D4.0,0.0196124,0.0259,0.0005079611599999999
-25055.0,D5.0,0.0188262,0.0259,0.00048759858
-25055.0,D6.0,6.13567e-06,0.0259,1.5891385299999999e-07
-26054.0,D1.0,1.65697,0.0018,0.002982546
-26054.0,D2.0,1.65654,0.0018,0.0029817719999999997
-26054.0,D3.0,1.65323,0.0018,0.002975814
-26054.0,D4.0,1.61426,0.0018,0.002905668
-26054.0,D5.0,1.54881,0.0018,0.002787858
-26054.0,D6.0,0.000504814,0.0018,9.086652000000001e-07
-26056.0,D1.0,14.0014,0.0017,0.023802379999999998
-26056.0,D2.0,6.64294,0.0017,0.011292998
-26056.0,D3.0,0.0223083,0.0017,3.792411e-05
-26056.0,D4.0,7.29889e-07,0.5881,4.292477209e-07
-26056.0,D5.0,7.20616e-07,0.5881,4.237942696e-07
-26056.0,D6.0,5.86248e-08,0.5881,3.4477244879999996e-08
-26057.0,D1.0,0.00238131,0.1472,0.000350528832
-26057.0,D2.0,0.00112981,0.1472,0.000166308032
-26057.0,D3.0,3.794e-06,0.1472,5.584767999999999e-07
-26057.0,D4.0,9.90419e-36,0.1472,1.457896768e-36
-26057.0,D5.0,2.78787e-87,0.1472,4.10374464e-88
-26057.0,D6.0,0.0,0.0,0.0
-26058.0,D1.0,2.76766,0.0004,0.001107064
