Time,Value,Error,abs_error
D1.0,2.53387e-05,0.006,1.520322e-07
D2.0,2.53387e-05,0.006,1.520322e-07
D3.0,2.53387e-05,0.006,1.520322e-07
D4.0,2.53387e-05,0.006,1.520322e-07
D5.0,2.53387e-05,0.006,1.520322e-07
D6.0,2.53385e-05,0.006,1.5203100000000002e-07
