User,Time,Value,Error,abs_error
-28062.0,D1.0,1.03415e-07,1.0,1.03415e-07
-28062.0,D2.0,1.03228e-07,1.0,1.03228e-07
-28062.0,D3.0,1.01816e-07,1.0,1.01816e-07
-28062.0,D4.0,8.63533e-08,1.0,8.63533e-08
-28062.0,D5.0,6.48068e-08,1.0,6.48068e-08
-28062.0,D6.0,2.2338e-32,1.0,2.2338e-32
-29063.0,D1.0,0.00763949,0.2824,0.002157391976
-29063.0,D2.0,0.00237934,0.1251,0.000297655434
-29063.0,D3.0,0.00122917,0.2375,0.00029192787499999996
-29063.0,D4.0,0.000700047,0.4145,0.0002901694815
-29063.0,D5.0,0.000695418,0.4145,0.000288250761
-29063.0,D6.0,0.000189182,0.4145,7.8415939e-05
-29065.0,D1.0,0.00460782,0.2117,0.000975475494
-29065.0,D2.0,2.50116e-06,0.2859,7.15081644e-07
-29065.0,D3.0,6.63437e-09,0.2982,1.978369134e-09
-29065.0,D4.0,3.19517e-39,0.2982,9.52799694e-40
-29065.0,D5.0,4.73003e-92,0.2982,1.410494946e-92
-29065.0,D6.0,0.0,0.0,0.0
-40090.0,D1.0,0.000474935,0.7634,0.00036256537899999997
-40090.0,D2.0,0.000463413,0.7634,0.00035376948419999995
-40090.0,D3.0,0.00038413,0.7634,0.000293244842
-40090.0,D4.0,4.07387e-05,0.7634,3.1099923579999996e-05
-40090.0,D5.0,8.16463e-07,0.7634,6.232878542e-07
-40090.0,D6.0,0.0,0.0,0.0
-40094.0,D1.0,0.001606,0.0478,7.67668e-05
-40094.0,D2.0,0.00160399,0.0478,7.6670722e-05
-40094.0,D3.0,0.0015887,0.0478,7.593986e-05
-40094.0,D4.0,0.00141686,0.0478,6.772590800000001e-05
-40094.0,D5.0,0.00116064,0.0478,5.5478592e-05
-40094.0,D6.0,1.15973e-20,0.0478,5.5435094e-22
-41093.0,D1.0,0.00162878,0.3826,0.000623171228
-41093.0,D2.0,0.00161612,0.3826,0.000618327512
-41093.0,D3.0,0.00152267,0.3823,0.000582116741
-41093.0,D4.0,0.000750538,0.3767,0.0002827276646
-41093.0,D5.0,0.000228478,0.3516,8.03328648e-05
-41093.0,D6.0,2.1262e-05,0.0075,1.59465e-07
-42092.0,D1.0,0.00108842,0.3615,0.00039346383000000003
-42092.0,D2.0,0.0010789,0.3617,0.00039023813
-42092.0,D3.0,0.00100933,0.3635,0.00036689145499999997
-42092.0,D4.0,0.000472491,0.3755,0.0001774203705
-42092.0,D5.0,0.000132939,0.3791,5.03971749e-05
-42092.0,D6.0,0.0,0.0,0.0
-42096.0,D1.0,1.6153e-06,0.3481,5.6228593e-07
-42096.0,D2.0,1.48745e-06,0.3481,5.17781345e-07
-42096.0,D3.0,7.92208e-07,0.3481,2.7576760480000004e-07
-42096.0,D4.0,4.23703e-10,0.3481,1.474910143e-10
-42096.0,D5.0,8.42953e-16,0.3481,2.934319393e-16
-42096.0,D6.0,0.0,0.0,0.0
-42097.0,D1.0,0.0,0.0,0.0
-42097.0,D2.0,0.0,0.0,0.0
-42097.0,D3.0,0.0,0.0,0.0
-42097.0,D4.0,0.0,0.0,0.0
-42097.0,D5.0,0.0,0.0,0.0
-42097.0,D6.0,0.0,0.0,0.0
-42098.0,D1.0,0.00666185,0.026,0.0001732081
-42098.0,D2.0,0.00647014,0.026,0.00016822364
-42098.0,D3.0,0.0051764,0.026,0.0001345864
-42098.0,D4.0,0.000359298,0.026,9.341747999999999e-06
-42098.0,D5.0,3.44014e-06,0.026,8.944364e-08
-42098.0,D6.0,0.0,0.0,0.0
-42100.0,D1.0,0.191034,0.0136,0.0025980624
-42100.0,D2.0,0.000479507,0.4697,0.0002252244379
-42100.0,D3.0,0.000327483,0.5502,0.0001801811466
-42100.0,D4.0,2.27309e-05,0.5502,1.250654118e-05
-42100.0,D5.0,2.17639e-07,0.5502,1.197449778e-07
-42100.0,D6.0,0.0,0.0,0.0
-73181.0,D1.0,0.151015,0.0055,0.0008305825
-73181.0,D2.0,0.150909,0.0055,0.0008299994999999998
-73181.0,D3.0,0.150105,0.0055,0.0008255774999999999
-73181.0,D4.0,0.140814,0.0055,0.000774477
-73181.0,D5.0,0.125976,0.0055,0.000692868
-73181.0,D6.0,4.08352e-11,0.0055,2.245936e-13
-74180.0,D1.0,0.0054153,0.0092,4.982075999999999e-05
-74180.0,D2.0,0.00541171,0.0092,4.9787732e-05
-74180.0,D3.0,0.00538437,0.0092,4.9536204e-05
-74180.0,D4.0,0.00506786,0.0092,4.6624312000000006e-05
-74180.0,D5.0,0.00456014,0.0092,4.1953288e-05
-74180.0,D6.0,4.59443e-12,0.0092,4.2268756e-14
-74182.0,D1.0,0.489218,0.0106,0.0051857108
-74182.0,D2.0,0.177582,0.0281,0.0049900542
-74182.0,D3.0,0.176656,0.0281,0.0049640336
-74182.0,D4.0,0.165956,0.028,0.004646768
-74182.0,D5.0,0.148837,0.028,0.004167436
-74182.0,D6.0,9.18507e-11,0.0179,1.64412753e-12
-74183.0,D1.0,0.000523632,0.6047,0.0003166402704
-74183.0,D2.0,0.000523266,0.6047,0.0003164189502
-74183.0,D3.0,0.000520477,0.6047,0.0003147324419
-74183.0,D4.0,0.00048826,0.6047,0.000295250822
-74183.0,D5.0,0.000436813,0.6047,0.0002641408211
-74183.0,D6.0,1.41593e-13,0.6047,8.56212871e-14
-74184.0,D1.0,1.43048,0.0165,0.02360292
-74184.0,D2.0,0.00165676,0.2631,0.00043589355599999997
-74184.0,D3.0,0.00163297,0.2631,0.00042963440700000003
-74184.0,D4.0,0.00137363,0.2631,0.000361402053
-74184.0,D5.0,0.00101622,0.2631,0.000267367482
-74184.0,D6.0,2.10533e-29,0.2631,5.53912323e-30
-74186.0,D1.0,201.636,0.0002,0.0403272
-74186.0,D2.0,185.997,0.0002,0.03719940000000001
-74186.0,D3.0,100.379,0.0002,0.0200758
-74186.0,D4.0,0.0628793,0.0002,1.257586e-05
-74186.0,D5.0,1.64764e-07,0.0002,3.29528e-11
-74186.0,D6.0,0.0,0.0,0.0
-8016.0,D1.0,0.206416,0.228,0.047062848
-8016.0,D2.0,0.0,0.0,0.0
-8016.0,D3.0,0.0,0.0,0.0
-8016.0,D4.0,0.0,0.0,0.0
-8016.0,D5.0,0.0,0.0,0.0
-8016.0,D6.0,0.0,0.0,0.0
-82204.0,D1.0,2.95395e-15,1.0,2.95395e-15
-82204.0,D2.0,2.95395e-15,1.0,2.95395e-15
-82204.0,D3.0,2.95395e-15,1.0,2.95395e-15
-82204.0,D4.0,2.95395e-15,1.0,2.95395e-15
-82204.0,D5.0,2.95395e-15,1.0,2.95395e-15
-82204.0,D6.0,2.95395e-15,1.0,2.95395e-15
-82206.0,D1.0,0.0,0.0,0.0
-82206.0,D2.0,0.0,0.0,0.0
-82206.0,D3.0,0.0,0.0,0.0
-82206.0,D4.0,0.0,0.0,0.0
-82206.0,D5.0,0.0,0.0,0.0
-82206.0,D6.0,0.0,0.0,0.0
