Time,Value,Error,abs_error
D1.0,2.3438e-05,0.0438,1.0265844e-06
D2.0,2.34216e-05,0.0438,1.02586608e-06
D3.0,2.32967e-05,0.0438,1.02039546e-06
D4.0,2.18547e-05,0.0438,9.5723586e-07
D5.0,1.95519e-05,0.0438,8.5637322e-07
D6.0,6.33774e-15,0.0438,2.77593012e-16
