Time,Value,Error,abs_error
D1.0,0.133013,0.0022,0.0002926286
D2.0,0.121963,0.0022,0.0002683186
D3.0,0.0628718,0.0022,0.00013831796
D4.0,2.27645e-05,0.0022,5.00819e-08
D5.0,2.29495e-11,0.0022,5.0488900000000004e-14
D6.0,0.0,0.0,0.0
